POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
159,1413.08,3210.93,4037.9,372.1,217.6,-314.9,-2802.3,-25607.98,1204.34,15785.51,-4961.52,3267.62,-1836.48,-2483.71,-3530.38,-6014.09
160,1377.74,3253.17,4020.03,360.16,216.67,-292.35,-2850.3,-25674.47,1217.75,15664.34,-4730.02,3264.41,-1831.44,-2707.26,-3297.06,-6004.32
161,1421.23,3299.0,4077.64,379.57,212.35,-292.99,-2833.74,-25757.71,1196.98,15679.23,-4732.48,3255.54,-1820.35,-2618.45,-3297.29,-5915.74
162,1392.36,3208.89,4053.76,370.64,218.08,-273.9,-2845.49,-25930.86,1220.19,15691.25,-4645.75,3235.85,-1808.01,-2895.07,-3217.91,-6112.97
163,1443.06,3226.83,4014.96,371.34,213.76,-290.74,-2834.84,-25631.5,1222.08,15679.88,-4845.42,3251.8,-1830.64,-2585.19,-3424.25,-6009.44
164,1374.38,3305.37,4028.86,371.65,224.72,-306.01,-2782.44,-25837.38,1247.89,15719.65,-4754.66,3239.26,-1816.67,-2653.32,-3332.07,-5985.39
165,1416.64,3219.33,4073.32,361.31,224.85,-302.79,-2825.75,-25837.61,1197.68,15764.7,-4732.94,3237.54,-1823.15,-2708.31,-3318.55,-6026.86
166,1405.98,3272.87,4070.89,386.77,210.93,-277.89,-2858.56,-25741.38,1190.43,15682.18,-4761.32,3249.08,-1814.64,-2657.78,-3326.89,-5984.66
167,1401.98,3229.72,4035.49,375.72,219.2,-280.52,-2848.69,-25681.79,1241.18,15672.26,-4780.47,3240.97,-1797.13,-2635.43,-3336.63,-5972.06
168,1405.51,3211.54,4062.67,377.3,200.9,-262.57,-2842.41,-25770.07,1226.24,15870.68,-4817.84,3249.99,-1817.64,-2520.2,-3385.49,-5905.69
169,1388.88,3200.06,4057.79,354.39,222.77,-289.42,-2869.31,-25742.44,1210.61,15812.93,-4794.52,3244.54,-1828.51,-2653.74,-3378.5,-6032.24
170,1434.09,3184.82,4047.19,380.8,220.01,-292.43,-2832.65,-25676.9,1223.49,15694.05,-4753.91,3234.95,-1793.26,-2617.52,-3312.21,-5929.73
171,1411.92,3267.3,4051.24,398.08,203.11,-290.25,-2801.46,-25590.65,1222.81,15703.24,-4851.12,3236.02,-1807.84,-2424.66,-3422.94,-5847.6
172,1470.5,3139.97,4004.53,376.33,215.43,-289.1,-2808.62,-25470.79,1227.23,15613.1,-4917.29,3257.91,-1826.29,-2521.42,-3485.66,-6007.08
173,1408.21,3193.68,4047.01,370.05,224.89,-281.84,-2840.03,-25599.9,1242.27,15731.43,-4848.1,3255.96,-1830.48,-2504.24,-3422.62,-5926.86
174,1452.88,3157.36,4051.72,372.44,204.65,-292.74,-2821.5,-25721.29,1234.33,15640.53,-4646.44,3240.62,-1812.53,-2721.61,-3218.35,-5939.96
175,1417.93,3238.22,4018.76,378.93,226.91,-289.99,-2820.83,-25814.12,1225.92,15729.7,-4697.96,3254.06,-1819.89,-2688.59,-3263.78,-5952.37
176,1431.02,3225.25,4005.76,375.67,222.45,-283.38,-2855.8,-25646.56,1217.68,15592.93,-4748.76,3238.48,-1816.11,-2714.97,-3326.39,-6041.36
177,1436.91,3177.04,4061.48,372.55,213.07,-284.96,-2842.27,-25646.1,1202.35,15743.04,-4803.84,3257.21,-1830.46,-2566.88,-3377.09,-5943.97
178,1373.42,3140.93,4095.98,373.83,205.32,-310.65,-2841.24,-25755.88,1207.89,15670.2,-4684.75,3247.72,-1812.03,-2840.19,-3249.06,-6089.25
179,1462.52,3193.47,4057.12,375.75,215.1,-276.44,-2815.5,-25860.98,1208.49,15648.82,-4583.25,3254.5,-1827.93,-2791.65,-3156.68,-5948.33
180,1381.77,3225.06,4031.43,376.06,228.28,-289.73,-2811.98,-25650.87,1212.04,15645.97,-4772.59,3250.63,-1826.16,-2651.98,-3348.12,-6000.1
181,1423.62,3178.92,4046.79,384.5,214.35,-286.51,-2845.77,-25640.86,1225.54,15829.66,-4918.05,3264.58,-1833.75,-2469.75,-3487.22,-5956.97
182,1401.5,3213.04,4068.93,369.08,216.87,-269.72,-2830.45,-25707.84,1190.32,15698.61,-4790.72,3249.63,-1814.65,-2649.66,-3355.74,-6005.41
183,1421.26,3249.08,4053.23,376.97,208.95,-277.03,-2802.36,-25846.65,1201.26,15717.96,-4699.46,3275.54,-1845.74,-2697.33,-3269.67,-5967.0
184,1423.56,3184.85,4055.37,371.87,231.5,-297.58,-2848.53,-25762.54,1242.67,15671.16,-4725.39,3254.5,-1819.95,-2727.68,-3290.84,-6018.52
185,1374.37,3266.04,4031.2,379.57,195.33,-275.44,-2829.32,-25878.94,1218.69,15840.05,-4765.55,3252.4,-1822.91,-2678.45,-3336.06,-6014.51
186,1410.64,3189.3,4101.66,381.49,195.3,-274.24,-2846.61,-25714.1,1221.56,15663.43,-4778.19,3247.2,-1822.93,-2671.58,-3353.92,-6025.5
187,1385.98,3205.94,4063.24,363.51,217.2,-294.63,-2830.66,-26013.28,1222.54,15837.82,-4679.89,3236.03,-1803.46,-2842.34,-3247.32,-6089.65
188,1385.03,3194.22,4048.19,372.25,209.67,-313.26,-2841.0,-25815.44,1225.89,15701.52,-4729.03,3261.92,-1834.15,-2832.93,-3301.26,-6134.19
189,1389.73,3204.85,4070.9,372.02,217.88,-286.24,-2842.47,-25722.36,1227.34,15751.15,-4840.64,3243.95,-1817.73,-2617.19,-3414.42,-6031.6
190,1377.64,3105.84,4077.22,367.22,201.65,-314.34,-2848.14,-25673.79,1210.49,15804.79,-4895.89,3250.96,-1817.32,-2691.42,-3462.25,-6153.67
191,1432.33,3255.97,4077.88,382.14,218.87,-298.72,-2810.55,-25624.78,1190.67,15666.38,-4845.83,3261.33,-1840.29,-2509.82,-3424.78,-5934.61
192,1469.78,3257.36,4047.67,369.45,208.36,-282.19,-2819.79,-25465.27,1198.05,15615.81,-4973.06,3259.56,-1826.76,-2400.76,-3540.26,-5941.02
193,1392.0,3243.8,4018.29,363.94,214.64,-294.03,-2817.75,-25631.97,1190.76,15785.76,-4945.64,3256.93,-1828.88,-2534.57,-3517.6,-6052.17
194,1392.99,3205.31,4081.16,367.9,208.06,-314.92,-2811.11,-25896.99,1213.19,15808.18,-4755.56,3247.59,-1837.17,-2746.24,-3345.14,-6091.38
195,1390.47,3190.76,4058.79,361.87,213.99,-292.56,-2826.08,-25828.6,1203.75,15792.5,-4787.07,3271.46,-1850.04,-2735.13,-3365.65,-6100.78
196,1341.45,3187.95,4031.04,349.76,207.21,-272.37,-2807.25,-25870.47,1213.68,15830.57,-4777.88,3253.42,-1844.09,-2788.41,-3368.54,-6156.95
197,1356.87,3220.85,4048.39,368.76,207.07,-292.16,-2828.47,-25604.91,1229.13,15776.48,-4901.6,3259.44,-1840.79,-2518.0,-3482.96,-6000.97
198,1418.8,3264.04,4014.68,372.93,189.12,-295.37,-2886.68,-25440.09,1218.46,15667.44,-4976.89,3269.83,-1843.86,-2476.67,-3550.92,-6027.59
199,1378.05,3246.6,4004.39,377.71,210.35,-292.17,-2884.81,-25610.75,1210.98,15719.66,-4816.43,3254.51,-1834.51,-2639.98,-3396.43,-6036.42
200,1426.36,3188.69,4123.06,379.17,217.57,-301.16,-2842.78,-25587.03,1232.16,15764.0,-4911.1,3257.87,-1833.82,-2399.98,-3487.05,-5887.03
201,1372.87,3185.27,4036.99,357.22,221.32,-280.56,-2779.81,-25677.7,1229.81,15823.93,-4982.15,3276.27,-1868.82,-2510.67,-3574.7,-6085.37
202,1421.48,3190.18,4059.68,366.57,221.08,-277.69,-2798.59,-25707.49,1204.93,15782.05,-4809.74,3278.67,-1854.31,-2537.81,-3385.38,-5923.19
203,1426.75,3178.36,4049.14,375.95,220.85,-296.85,-2789.52,-25654.36,1235.8,15773.38,-4852.75,3266.54,-1841.16,-2480.49,-3427.37,-5907.86
204,1426.19,3350.83,4058.49,378.61,207.99,-295.21,-2813.58,-25572.04,1213.57,15656.32,-4849.36,3257.98,-1827.74,-2388.82,-3419.11,-5807.94
205,1433.36,3250.79,4085.84,384.37,224.9,-295.15,-2819.32,-25484.38,1220.72,15663.95,-4961.53,3277.24,-1856.5,-2334.93,-3540.8,-5875.72
206,1382.91,3245.24,4039.55,391.22,206.4,-259.98,-2835.57,-25543.23,1197.05,15627.01,-4869.73,3270.38,-1854.97,-2549.39,-3454.32,-6003.71
207,1410.47,3291.64,3998.42,370.1,226.13,-260.48,-2840.96,-25534.63,1197.95,15573.0,-4856.12,3269.62,-1861.96,-2568.35,-3448.46,-6016.81
208,1413.85,3237.65,4049.54,383.59,201.91,-268.64,-2812.37,-25652.75,1229.98,15728.14,-4898.18,3264.94,-1849.26,-2489.1,-3482.49,-5971.59
209,1433.96,3213.12,4021.46,370.92,224.1,-297.59,-2782.43,-25654.03,1197.47,15719.1,-4879.94,3271.52,-1848.87,-2553.92,-3457.29,-6011.22
210,1435.21,3203.61,4072.96,385.0,222.03,-260.37,-2818.47,-25626.42,1198.6,15767.43,-4934.87,3270.7,-1849.03,-2420.43,-3513.2,-5933.63
211,1443.43,3163.53,4047.04,385.37,218.02,-292.79,-2834.75,-25570.64,1221.23,15716.67,-4895.58,3267.55,-1844.4,-2502.89,-3472.42,-5975.31
212,1463.05,3204.19,4001.65,379.7,224.8,-286.39,-2783.38,-25621.98,1213.16,15749.23,-4860.87,3308.93,-1879.43,-2455.98,-3431.37,-5887.34
213,1441.61,3188.8,4038.39,364.47,227.03,-293.86,-2736.41,-25676.89,1190.14,15778.49,-4942.01,3289.34,-1875.06,-2478.25,-3527.73,-6005.98
214,1370.58,3224.06,4033.89,394.83,216.17,-288.56,-2788.89,-25633.1,1210.41,15839.0,-4954.78,3292.6,-1887.81,-2421.61,-3549.99,-5971.6
215,1434.76,3296.17,4009.82,388.97,204.33,-291.99,-2816.21,-25503.16,1194.13,15721.31,-4960.5,3287.63,-1870.81,-2361.86,-3543.68,-5905.54
216,1385.13,3244.65,4010.66,368.58,218.5,-280.11,-2777.86,-25499.8,1231.23,15720.71,-5016.39,3277.66,-1870.17,-2378.3,-3608.9,-5987.2
217,1438.2,3191.58,4075.81,366.66,218.33,-309.98,-2713.53,-25636.47,1215.0,15732.6,-5027.57,3307.37,-1914.76,-2421.79,-3634.96,-6056.75
218,1406.15,3203.89,4034.08,366.82,210.43,-284.11,-2792.36,-25594.66,1201.2,15737.23,-4955.53,3268.24,-1862.69,-2511.33,-3549.97,-6061.3
219,1421.54,3251.05,4058.96,365.68,230.32,-303.28,-2804.95,-25426.86,1210.23,15789.66,-5057.1,3284.5,-1881.56,-2207.65,-3654.16,-5861.81
220,1424.4,3184.51,4062.56,378.76,230.38,-297.44,-2807.17,-25391.65,1212.49,15714.79,-5094.61,3299.06,-1880.48,-2288.36,-3676.02,-5964.38
221,1378.41,3260.99,4034.2,369.41,213.68,-304.48,-2770.12,-25547.08,1229.25,15769.53,-4999.6,3287.62,-1875.75,-2366.21,-3587.73,-5953.93
222,1389.59,3251.84,4043.61,367.24,214.19,-309.22,-2801.68,-25747.08,1215.48,15729.82,-4811.4,3279.86,-1880.87,-2646.2,-3412.41,-6058.61
223,1399.76,3210.89,4032.07,367.77,202.7,-300.75,-2768.12,-25663.99,1206.94,15741.59,-4878.43,3270.1,-1845.72,-2571.13,-3454.05,-6025.18
224,1435.28,3165.19,4031.12,378.89,198.05,-292.85,-2757.99,-25749.51,1236.3,15670.88,-4736.56,3272.31,-1848.11,-2684.63,-3312.35,-5996.98
225,1416.95,3156.83,4015.66,379.52,200.22,-264.6,-2846.64,-25860.25,1236.84,15894.52,-4764.93,3255.36,-1832.88,-2670.96,-3342.45,-6013.41
226,1407.64,3231.27,4066.95,369.56,209.52,-276.13,-2821.68,-25722.4,1203.88,15726.13,-4777.76,3281.34,-1850.71,-2605.28,-3347.12,-5952.41
227,1404.93,3231.63,4045.63,375.73,209.89,-267.12,-2765.62,-25920.58,1197.9,15786.66,-4722.08,3289.59,-1878.32,-2700.96,-3310.8,-6011.76
228,1420.75,3178.48,4033.84,367.16,236.08,-291.13,-2839.78,-25829.17,1212.01,15905.96,-4827.33,3256.85,-1836.8,-2605.82,-3407.28,-6013.1
229,1436.1,3180.77,4052.72,357.56,204.73,-293.22,-2808.69,-25669.12,1188.28,15666.01,-4816.91,3287.16,-1872.85,-2684.86,-3402.61,-6087.47
230,1375.4,3313.04,4015.21,382.69,210.45,-267.42,-2755.74,-25829.6,1189.45,15934.03,-4922.82,3281.77,-1868.64,-2432.49,-3509.7,-5942.19
231,1406.99,3269.0,4060.39,375.5,203.59,-302.49,-2781.96,-25767.14,1203.79,15791.3,-4910.65,3288.9,-1874.48,-2541.03,-3496.23,-6037.26
232,1452.63,3196.57,4032.55,379.71,217.54,-288.65,-2806.63,-25618.64,1203.91,15686.59,-4875.75,3259.49,-1835.39,-2544.44,-3451.65,-5996.09
233,1429.38,3181.46,4065.52,365.95,222.82,-278.44,-2819.22,-25513.88,1219.09,15555.69,-4771.21,3261.24,-1836.85,-2571.62,-3346.82,-5918.44
234,1423.51,3179.08,4030.11,362.29,201.6,-294.68,-2794.86,-25609.29,1191.66,15699.78,-4911.87,3260.12,-1834.87,-2610.81,-3486.62,-6097.43
235,1419.09,3381.35,4012.14,386.83,220.63,-312.16,-2808.66,-25627.65,1221.2,15540.06,-4734.36,3264.3,-1836.72,-2567.17,-3306.79,-5873.96
236,1404.89,3294.89,4018.85,376.3,205.81,-282.17,-2857.48,-25511.14,1194.66,15561.7,-4770.34,3276.31,-1845.67,-2593.7,-3339.7,-5933.4
237,1407.61,3248.0,4041.82,379.0,220.23,-290.91,-2828.6,-25531.12,1221.67,15549.58,-4789.9,3261.77,-1843.75,-2582.73,-3371.87,-5954.6
238,1442.31,3278.22,4063.81,382.76,220.66,-295.4,-2857.24,-25440.21,1205.8,15546.19,-4820.64,3276.24,-1849.9,-2453.11,-3394.3,-5847.41
239,1410.34,3162.1,4034.7,379.64,212.23,-286.69,-2801.92,-25537.27,1212.53,15734.95,-4907.69,3287.1,-1860.36,-2479.38,-3480.95,-5960.33
240,1422.54,3242.17,4056.61,370.07,222.4,-290.51,-2794.0,-25403.04,1215.76,15773.85,-5092.39,3304.14,-1887.39,-2184.15,-3675.64,-5859.78
241,1421.82,3207.72,4057.6,357.45,221.75,-322.02,-2787.75,-25498.09,1213.37,15636.17,-4954.45,3284.29,-1874.88,-2492.0,-3545.04,-6037.04
242,1386.33,3241.18,4007.48,374.58,193.25,-295.91,-2820.8,-25627.24,1217.55,15655.58,-4853.9,3257.26,-1834.31,-2667.99,-3430.94,-6098.94
243,1425.3,3186.43,4027.6,393.56,206.39,-301.51,-2797.17,-25697.44,1222.09,15749.26,-4862.23,3273.63,-1858.74,-2585.48,-3447.35,-6032.83
244,1378.34,3235.45,4051.88,367.39,210.98,-288.13,-2738.41,-25616.92,1225.72,15691.6,-4919.34,3275.07,-1877.07,-2482.1,-3521.34,-6003.44
245,1383.05,3223.83,4028.76,369.96,201.4,-291.77,-2797.92,-25525.15,1242.66,15691.75,-4977.19,3287.54,-1872.42,-2473.42,-3562.07,-6035.49
246,1438.89,3270.98,4080.16,361.25,216.18,-303.3,-2786.22,-25561.85,1224.46,15671.0,-4986.68,3286.61,-1872.22,-2388.47,-3572.3,-5960.77
247,1454.35,3295.76,4023.89,377.47,191.83,-307.62,-2840.58,-25627.54,1186.49,15682.38,-4897.84,3277.12,-1863.31,-2563.56,-3484.04,-6047.6
248,1449.6,3244.39,4034.92,377.46,205.86,-307.68,-2850.21,-25501.76,1197.37,15842.01,-5032.78,3265.11,-1844.34,-2308.04,-3612.01,-5920.06
249,1380.38,3171.85,4089.66,363.83,201.32,-293.78,-2821.5,-25437.99,1252.58,15702.28,-5042.3,3255.88,-1835.39,-2391.39,-3621.81,-6013.19
250,1467.69,3272.96,4052.77,372.99,240.47,-283.39,-2833.68,-25637.61,1198.9,15665.16,-4857.18,3273.49,-1850.55,-2483.74,-3434.25,-5917.98
251,1384.24,3254.7,4038.71,386.09,209.81,-295.37,-2808.85,-25657.29,1181.01,15724.43,-4857.14,3268.89,-1849.61,-2582.52,-3437.85,-6020.38
252,1410.42,3239.32,4035.73,372.65,216.94,-301.28,-2780.99,-25734.3,1203.75,15705.28,-4794.69,3264.5,-1847.51,-2632.48,-3377.7,-6010.18
253,1410.14,3251.62,4036.15,376.13,193.76,-287.93,-2823.4,-25518.61,1217.14,15686.08,-4977.61,3266.82,-1851.65,-2458.92,-3562.43,-6021.35
254,1435.64,3181.07,4058.23,368.48,205.62,-313.66,-2817.87,-25525.17,1208.41,15668.06,-4937.89,3269.72,-1843.85,-2531.18,-3512.01,-6043.2
255,1378.97,3270.18,4043.07,357.35,210.1,-291.91,-2840.75,-25633.14,1207.72,15734.82,-4841.88,3246.15,-1832.17,-2563.6,-3427.9,-5991.5
256,1380.3,3310.08,4057.08,381.86,205.43,-290.6,-2830.21,-25500.0,1205.1,15706.88,-4990.47,3261.39,-1851.63,-2374.08,-3580.71,-5954.79
257,1413.32,3232.79,4040.41,380.69,199.29,-300.49,-2847.46,-25926.53,1232.24,15839.61,-4700.49,3241.27,-1831.23,-2736.14,-3290.45,-6026.59
258,1436.2,3270.32,4096.6,375.08,192.04,-315.55,-2807.02,-25838.23,1196.95,15735.58,-4734.25,3254.8,-1847.15,-2658.04,-3326.61,-5984.65
259,1425.42,3193.24,4056.01,377.47,210.46,-301.29,-2853.14,-25857.97,1207.27,15741.94,-4694.06,3247.41,-1830.91,-2800.58,-3277.56,-6078.15
260,1413.81,3308.53,4045.75,370.64,203.2,-296.57,-2806.19,-25877.98,1213.29,15753.01,-4679.81,3246.24,-1823.76,-2672.51,-3257.33,-5929.83
261,1391.22,3275.17,4028.59,384.01,234.16,-284.73,-2810.02,-25901.13,1213.76,15841.23,-4771.55,3251.94,-1838.03,-2627.76,-3357.65,-5985.41
262,1426.67,3148.19,4013.42,378.78,222.46,-295.15,-2847.32,-25712.02,1242.02,15880.48,-4874.06,3265.28,-1831.2,-2542.48,-3439.98,-5982.45
263,1378.47,3307.85,4042.02,388.5,209.58,-282.66,-2856.62,-25678.89,1236.05,15729.79,-4892.65,3233.73,-1808.83,-2525.89,-3467.75,-5993.64
264,1393.11,3160.37,4081.15,379.31,216.88,-279.75,-2832.81,-25767.73,1211.79,15791.52,-4789.91,3261.21,-1835.57,-2646.14,-3364.26,-6010.41
265,1360.75,3183.98,4029.75,377.32,215.84,-290.54,-2847.98,-25723.28,1228.81,15763.45,-4830.44,3247.16,-1823.08,-2701.89,-3406.37,-6108.26
266,1465.64,3154.47,4038.17,370.64,216.6,-298.75,-2829.56,-25709.1,1218.79,15796.68,-4863.13,3247.71,-1826.87,-2576.4,-3442.3,-6018.7
267,1424.95,3191.62,4018.2,366.06,201.21,-293.06,-2817.58,-25805.71,1187.28,15719.78,-4796.5,3253.78,-1841.64,-2807.23,-3384.36,-6191.59
268,1459.89,3212.8,4069.11,383.91,206.38,-306.61,-2847.56,-25660.41,1203.87,15862.04,-4918.03,3264.63,-1824.48,-2416.58,-3477.88,-5894.46
269,1387.44,3226.95,4083.72,379.63,210.2,-300.85,-2808.46,-25903.74,1219.19,15902.54,-4785.52,3246.29,-1825.34,-2603.37,-3364.57,-5967.94
270,1408.68,3268.86,4038.55,376.04,210.86,-291.27,-2845.68,-25701.38,1222.56,15796.76,-4894.76,3257.0,-1833.85,-2516.03,-3471.61,-5987.64
271,1437.22,3176.11,4040.09,379.24,229.41,-284.58,-2810.58,-25947.34,1234.05,15818.27,-4758.63,3241.65,-1811.81,-2728.1,-3328.79,-6056.89
272,1379.12,3176.31,4069.06,362.66,201.17,-321.79,-2876.91,-25752.15,1196.54,15774.71,-4784.74,3240.54,-1806.89,-2791.28,-3351.09,-6142.37
273,1388.78,3169.84,4044.74,381.87,199.62,-273.06,-2842.14,-25756.37,1223.7,15791.18,-4739.37,3248.73,-1810.94,-2671.83,-3301.58,-5973.4
274,1440.73,3185.18,4054.06,365.13,230.42,-303.31,-2861.87,-25542.81,1220.03,15880.89,-5025.91,3256.59,-1825.32,-2331.55,-3594.64,-5926.19
275,1439.06,3212.68,4027.29,384.03,207.89,-308.42,-2798.62,-25806.21,1237.51,15752.51,-4838.1,3233.14,-1818.88,-2652.27,-3423.85,-6076.12
276,1457.43,3164.68,4080.65,369.94,212.59,-271.93,-2867.98,-25810.02,1192.08,15867.58,-4834.94,3246.38,-1818.32,-2605.01,-3406.88,-6011.89
277,1424.98,3252.97,4036.01,377.13,228.82,-289.79,-2866.55,-25680.47,1181.78,15739.38,-4840.32,3262.72,-1835.01,-2595.73,-3412.61,-6008.34
278,1359.45,3190.11,4053.55,362.96,223.41,-286.82,-2847.68,-25835.27,1236.13,15852.7,-4721.62,3235.57,-1799.07,-2691.46,-3285.13,-5976.59
279,1418.58,3212.49,4048.61,370.74,189.54,-297.55,-2849.84,-25875.14,1228.98,15793.99,-4642.42,3245.74,-1795.86,-2759.61,-3192.54,-5952.15
280,1396.65,3310.81,4060.23,396.18,207.54,-299.27,-2845.74,-25882.92,1213.8,15762.31,-4659.35,3232.08,-1784.28,-2680.41,-3211.55,-5891.96
281,1406.15,3180.54,4039.46,378.17,225.1,-288.16,-2883.03,-25625.44,1222.0,15635.5,-4761.3,3233.94,-1789.46,-2709.72,-3316.82,-6026.54
282,1422.72,3162.61,4067.18,372.64,219.44,-302.67,-2874.17,-25872.8,1219.44,15808.25,-4629.68,3239.72,-1801.99,-2777.37,-3191.96,-5969.32
283,1433.82,3203.62,4058.09,361.76,223.96,-282.88,-2845.51,-25784.43,1226.01,15763.23,-4731.41,3225.88,-1788.99,-2642.34,-3294.52,-5936.85
284,1496.5,3212.6,4052.06,382.2,215.97,-283.86,-2859.86,-25750.45,1226.63,15703.43,-4731.11,3250.76,-1814.34,-2604.77,-3294.7,-5899.47
285,1477.37,3250.7,4029.84,384.27,205.36,-308.94,-2794.3,-25846.32,1206.9,15722.61,-4714.29,3256.34,-1832.61,-2672.5,-3290.56,-5963.06
286,1365.46,3261.22,4072.83,375.9,234.82,-294.19,-2823.47,-25819.32,1243.38,15764.02,-4686.56,3247.71,-1809.16,-2619.35,-3248.01,-5867.37
287,1382.56,3267.19,4063.84,379.74,222.84,-306.7,-2841.86,-26046.37,1224.0,15817.63,-4580.91,3223.69,-1791.31,-2837.14,-3148.53,-5985.67
288,1414.0,3217.1,4047.54,379.35,215.06,-306.59,-2840.69,-25779.36,1194.77,15753.85,-4743.6,3237.98,-1803.0,-2704.99,-3308.63,-6013.62
289,1430.52,3230.82,4026.59,370.74,216.07,-278.21,-2870.59,-25626.78,1190.53,15740.24,-4879.8,3244.7,-1815.38,-2570.07,-3450.48,-6020.54
290,1387.42,3219.8,4063.97,377.72,229.45,-299.88,-2879.13,-25568.84,1222.59,15750.59,-4898.3,3250.09,-1819.02,-2496.31,-3467.23,-5963.54
291,1402.76,3294.14,4057.82,372.16,200.68,-271.46,-2897.22,-25750.94,1211.3,15738.28,-4780.21,3223.34,-1783.3,-2642.48,-3340.17,-5982.65
292,1444.42,3204.13,4067.21,372.9,206.36,-317.28,-2824.76,-25852.27,1216.11,15665.67,-4585.26,3218.71,-1789.99,-2817.52,-3156.55,-5974.06
293,1427.73,3148.19,4068.96,377.36,216.6,-304.61,-2825.86,-25856.25,1247.43,15875.38,-4726.48,3240.47,-1805.49,-2625.06,-3291.5,-5916.56
294,1375.02,3178.78,4083.95,382.99,200.73,-300.17,-2839.17,-25932.0,1214.42,15844.13,-4708.4,3245.34,-1812.31,-2791.31,-3275.37,-6066.68
295,1420.14,3206.56,4034.62,357.13,211.99,-290.69,-2855.48,-25784.09,1190.57,15745.12,-4716.13,3244.59,-1801.75,-2764.13,-3273.29,-6037.42
296,1349.96,3174.74,4076.64,365.28,204.72,-309.97,-2866.01,-25750.66,1252.56,15756.56,-4743.77,3238.32,-1802.45,-2746.17,-3307.9,-6054.07
297,1401.44,3185.26,4020.86,388.7,206.71,-287.93,-2820.88,-25698.08,1231.12,15735.01,-4836.28,3254.68,-1825.16,-2637.79,-3406.76,-6044.55
298,1387.77,3259.82,4001.91,374.12,219.58,-285.9,-2875.87,-25659.9,1232.56,15669.24,-4789.45,3239.26,-1808.53,-2676.67,-3358.72,-6035.39
299,1454.72,3260.02,4058.56,390.69,225.21,-300.86,-2830.59,-25603.47,1237.97,15630.84,-4794.86,3257.94,-1821.39,-2476.92,-3358.31,-5835.23
300,1378.81,3194.37,4069.43,389.12,216.81,-306.8,-2846.07,-25784.5,1253.0,15702.61,-4732.7,3237.35,-1816.85,-2733.23,-3312.2,-6045.43
301,1409.4,3257.07,4057.32,378.27,212.18,-299.34,-2808.31,-26016.24,1239.23,15722.54,-4534.86,3243.76,-1820.97,-2847.87,-3112.07,-5959.95

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,691.83,1458.63,1916.06,171.93,97.86,-112.39,-1308.63,-11177.22,574.36,4562.55,-2402.78,1524.63,-888.04,-3125.02,-1766.2,-4891.22
2,683.94,1520.4,1952.6,183.05,105.41,-127.16,-1364.8,-11019.95,593.63,4556.35,-2491.71,1512.34,-870.95,-2916.54,-1850.32,-4766.86
3,677.2,1462.33,1943.49,183.45,86.24,-122.98,-1363.18,-11014.13,591.33,4616.1,-2584.08,1523.41,-890.57,-2940.15,-1951.24,-4891.39
4,688.36,1461.1,1939.05,179.51,90.44,-117.87,-1345.03,-10932.04,609.02,4562.22,-2591.37,1523.15,-886.41,-2865.23,-1954.63,-4819.86
5,626.43,1530.42,1945.26,175.23,108.19,-129.74,-1341.9,-10812.6,615.63,4586.98,-2730.96,1544.93,-897.52,-2696.1,-2083.54,-4779.65
6,654.33,1491.86,1907.79,177.19,98.2,-112.06,-1308.75,-10932.02,627.01,4598.06,-2664.48,1521.39,-884.13,-2798.39,-2027.22,-4825.61
7,679.02,1522.25,1915.06,171.49,103.94,-122.89,-1343.78,-10921.61,597.96,4553.54,-2582.32,1525.48,-873.75,-2845.02,-1930.59,-4775.61
8,648.21,1515.87,1916.28,182.56,95.52,-122.48,-1349.96,-10904.44,601.89,4602.6,-2665.23,1525.49,-888.94,-2813.95,-2028.69,-4842.64
9,650.44,1501.68,1940.24,174.6,95.09,-122.39,-1369.81,-10879.36,576.45,4604.52,-2630.12,1524.49,-877.6,-2828.53,-1983.22,-4811.75
10,680.83,1506.3,1952.06,187.43,95.1,-134.37,-1300.05,-10886.06,614.63,4570.33,-2673.59,1536.19,-894.64,-2713.81,-2032.04,-4745.85
11,719.97,1443.37,1941.09,177.39,106.74,-114.12,-1343.75,-10893.06,590.16,4565.44,-2657.73,1528.12,-887.6,-2806.77,-2017.2,-4823.97
12,672.6,1501.43,1921.29,167.66,100.93,-108.82,-1318.5,-10879.61,607.99,4565.2,-2659.3,1533.0,-895.69,-2769.82,-2021.99,-4791.81
13,717.3,1471.38,1938.95,171.24,96.92,-119.66,-1326.51,-10812.9,589.77,4598.52,-2748.41,1537.65,-892.91,-2674.99,-2103.67,-4778.66
14,642.3,1482.36,1925.09,177.61,97.27,-124.91,-1330.07,-10712.14,600.3,4524.77,-2785.57,1535.5,-895.45,-2717.42,-2145.53,-4862.95
15,646.46,1466.26,1921.45,181.28,100.65,-127.43,-1318.95,-10844.66,606.74,4540.34,-2683.59,1541.32,-907.15,-2827.87,-2049.43,-4877.3
