POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
25,1415.63,3204.27,4041.4,372.94,207.63,-272.37,-2844.27,-25586.32,1195.53,15654.48,-4859.78,3228.13,-1786.76,-2611.09,-3418.4,-6029.49
26,1425.8,3237.05,4071.54,364.75,197.01,-277.03,-2902.07,-25455.29,1207.26,15752.13,-4959.75,3237.71,-1795.46,-2378.86,-3517.49,-5896.35
27,1455.3,3171.54,4030.39,387.7,210.22,-272.77,-2893.77,-25517.71,1218.73,15682.77,-4921.9,3224.65,-1783.44,-2527.6,-3480.69,-6008.28
28,1389.34,3245.47,4008.34,381.86,211.25,-257.08,-2857.49,-25797.07,1223.01,15703.67,-4758.76,3236.82,-1804.21,-2748.71,-3326.15,-6074.86
29,1380.18,3186.58,4070.61,383.62,188.14,-260.0,-2857.53,-25666.38,1250.57,15733.47,-4845.45,3245.84,-1812.77,-2590.72,-3412.38,-6003.11
30,1371.19,3199.16,4089.38,381.83,208.03,-267.61,-2852.99,-25592.01,1225.9,15723.87,-4867.27,3246.07,-1814.19,-2513.26,-3435.39,-5948.64
31,1414.63,3295.09,4037.67,373.38,201.37,-273.26,-2893.19,-25713.76,1212.25,15704.02,-4757.06,3212.66,-1770.16,-2641.8,-3314.56,-5956.37
32,1353.12,3221.04,4030.55,366.91,236.76,-271.12,-2890.32,-25729.61,1213.0,15766.55,-4792.11,3225.68,-1792.09,-2703.12,-3358.52,-6061.63
33,1432.65,3268.97,4049.24,367.25,200.18,-275.26,-2805.35,-25971.17,1219.35,15754.82,-4602.55,3233.85,-1781.75,-2759.3,-3150.45,-5909.75
34,1430.87,3218.04,4079.29,365.04,217.6,-258.26,-2875.94,-25659.07,1194.79,15607.55,-4803.0,3247.14,-1806.74,-2680.09,-3362.6,-6042.69
35,1431.7,3267.44,4051.62,373.25,219.35,-276.71,-2882.47,-25530.48,1191.42,15719.36,-4897.16,3238.26,-1779.33,-2435.51,-3438.23,-5873.74
36,1422.23,3247.67,4109.69,379.39,198.15,-261.7,-2896.19,-25574.5,1224.92,15575.04,-4788.22,3220.41,-1800.91,-2575.31,-3368.72,-5944.04
37,1385.68,3175.88,4043.68,366.43,206.77,-250.83,-2902.42,-25648.25,1225.93,15723.03,-4818.87,3253.6,-1838.14,-2674.1,-3403.41,-6077.52
38,1401.59,3163.12,4067.42,371.66,226.72,-271.29,-2837.36,-25844.13,1214.98,15759.1,-4673.83,3241.26,-1817.34,-2748.19,-3249.92,-5998.1
39,1405.8,3197.8,4075.24,377.44,217.11,-272.85,-2797.27,-25663.58,1214.33,15681.68,-4863.46,3250.02,-1826.33,-2564.31,-3439.78,-6004.09
40,1381.03,3221.51,4040.62,381.51,210.23,-263.41,-2857.01,-25613.91,1214.27,15712.16,-4865.33,3253.83,-1816.13,-2572.99,-3427.63,-6000.62
41,1394.5,3165.96,4068.05,393.99,223.52,-282.95,-2835.71,-25501.33,1219.4,15658.03,-4936.2,3243.84,-1824.49,-2496.54,-3516.86,-6013.4
42,1382.88,3255.48,4060.11,376.36,210.65,-255.04,-2824.75,-25625.64,1233.12,15716.27,-4861.29,3250.97,-1826.98,-2470.56,-3437.3,-5907.86
43,1404.12,3241.58,4044.67,379.47,218.5,-258.29,-2855.75,-25630.84,1216.27,15657.94,-4809.56,3259.92,-1842.56,-2582.33,-3392.2,-5974.53
44,1380.1,3189.74,4027.04,372.85,212.86,-260.82,-2865.35,-25737.77,1224.62,15753.47,-4762.42,3242.78,-1816.94,-2703.26,-3336.58,-6039.84
45,1428.14,3239.48,4077.73,376.85,237.72,-282.59,-2815.86,-25565.35,1202.71,15649.53,-4937.6,3252.73,-1824.67,-2451.65,-3509.54,-5961.2
46,1359.83,3169.54,4059.36,367.43,220.49,-272.92,-2825.9,-25445.28,1220.86,15710.28,-5028.36,3261.44,-1848.92,-2436.29,-3615.85,-6052.14
47,1532.63,3125.57,4064.91,376.74,219.68,-267.46,-2859.41,-25652.86,1214.97,15705.38,-4861.94,3239.62,-1810.49,-2539.85,-3432.81,-5972.66
48,1414.72,3144.79,4074.95,364.5,217.02,-278.72,-2882.81,-25163.6,1203.14,15640.61,-5125.45,3283.49,-1852.88,-2265.42,-3694.84,-5960.25
49,1392.88,3281.68,4014.72,390.87,204.49,-262.17,-2837.73,-25356.58,1181.71,15554.61,-4992.71,3261.35,-1830.41,-2435.52,-3561.77,-5997.29
50,1402.84,3144.41,4028.75,367.41,213.11,-284.5,-2851.19,-25286.03,1201.3,15645.22,-5071.24,3256.85,-1829.51,-2418.67,-3643.9,-6062.57
51,1420.07,3264.47,3994.86,377.57,213.12,-289.98,-2898.05,-25397.38,1202.29,15583.7,-4883.35,3252.48,-1809.02,-2529.33,-3439.89,-5969.22
52,1418.69,3264.87,4055.56,370.95,208.15,-281.99,-2804.1,-25449.26,1215.02,15499.21,-4898.1,3248.69,-1822.76,-2502.9,-3472.17,-5975.07
53,1357.78,3216.39,4058.91,375.89,234.3,-294.25,-2859.75,-25447.08,1222.02,15593.84,-4912.17,3263.36,-1836.68,-2541.95,-3485.49,-6027.44
54,1480.45,3165.43,4035.61,360.57,208.76,-271.95,-2859.87,-25481.38,1207.25,15523.63,-4806.16,3236.35,-1807.17,-2631.5,-3376.98,-6008.47
55,1394.0,3238.82,4046.1,368.1,217.08,-273.84,-2861.37,-25400.17,1233.36,15589.19,-4926.84,3241.46,-1809.97,-2448.74,-3495.35,-5944.09
56,1413.66,3255.56,4044.59,394.23,210.31,-266.43,-2848.04,-25547.39,1206.26,15556.81,-4813.49,3253.99,-1822.14,-2580.44,-3381.63,-5962.07
57,1455.22,3213.44,4058.26,376.03,213.59,-293.89,-2815.89,-25550.84,1214.04,15540.48,-4859.96,3242.19,-1811.33,-2589.56,-3429.1,-6018.66
58,1322.89,3190.42,4042.36,363.22,213.24,-280.14,-2847.28,-25475.72,1217.54,15635.62,-4962.47,3238.3,-1810.91,-2617.83,-3535.07,-6152.9
59,1378.21,3142.07,4023.34,373.04,194.46,-278.91,-2864.37,-25656.02,1226.38,15626.01,-4779.81,3236.5,-1801.41,-2835.79,-3344.72,-6180.51
60,1425.39,3186.74,4082.01,367.26,213.11,-304.93,-2864.38,-25372.66,1201.83,15594.01,-4948.29,3255.71,-1827.48,-2471.63,-3520.06,-5991.68
61,1376.75,3167.37,4072.19,371.33,225.58,-272.02,-2842.77,-25862.55,1198.12,15754.99,-4726.46,3246.99,-1823.92,-2811.0,-3303.39,-6114.38
62,1380.63,3234.76,4085.21,361.09,226.0,-295.97,-2856.75,-25495.25,1244.61,15546.61,-4867.97,3243.45,-1814.29,-2569.08,-3438.81,-6007.89
63,1404.72,3170.95,4031.65,377.34,215.86,-261.42,-2860.09,-25583.68,1221.59,15843.49,-5059.55,3249.67,-1824.74,-2439.6,-3634.62,-6074.22
64,1385.09,3196.14,4041.43,372.35,220.44,-278.41,-2840.99,-25520.9,1238.65,15573.65,-4827.28,3245.87,-1815.92,-2612.57,-3397.32,-6009.9
65,1373.91,3296.19,4083.53,374.0,224.27,-254.2,-2900.99,-25792.25,1240.66,15527.23,-4573.22,3214.25,-1776.17,-2827.65,-3135.15,-5962.79
66,1380.38,3227.9,4063.21,379.86,200.27,-290.56,-2874.93,-25579.89,1233.67,15622.18,-4855.54,3225.79,-1810.49,-2637.91,-3440.24,-6078.15
67,1371.03,3203.68,4056.44,373.63,227.8,-301.83,-2833.21,-25611.24,1223.05,15654.64,-4913.07,3239.24,-1811.89,-2636.0,-3485.72,-6121.72
68,1442.92,3219.33,4083.92,380.21,227.62,-295.13,-2874.71,-25518.75,1212.61,15726.4,-5027.4,3257.16,-1832.12,-2395.57,-3602.37,-5997.93
69,1399.11,3221.55,4061.94,364.22,224.08,-314.74,-2838.24,-25672.54,1231.01,15721.59,-4927.44,3255.03,-1835.05,-2602.02,-3507.46,-6109.48
70,1405.62,3184.44,4051.11,376.21,228.04,-308.73,-2849.93,-25625.34,1229.21,15613.06,-4828.56,3261.54,-1837.74,-2696.3,-3404.76,-6101.06
71,1421.25,3174.81,4038.29,377.23,213.92,-281.35,-2866.79,-25657.64,1234.37,15802.6,-4906.24,3250.01,-1818.12,-2543.32,-3474.35,-6017.67
72,1391.19,3228.44,4022.78,364.14,210.54,-281.05,-2874.7,-25568.04,1191.59,15744.49,-4920.85,3248.29,-1830.89,-2570.61,-3503.44,-6074.06
73,1446.26,3250.63,4039.14,379.56,212.49,-297.68,-2871.3,-25552.31,1215.15,15698.62,-4900.01,3262.5,-1835.39,-2479.44,-3472.91,-5952.35
74,1339.23,3249.83,4078.86,369.19,210.37,-306.05,-2853.74,-25601.51,1239.57,15740.86,-4869.92,3244.83,-1814.9,-2533.39,-3439.99,-5973.38
75,1391.79,3226.97,4069.34,380.99,226.17,-306.45,-2863.08,-25494.25,1234.73,15634.91,-4938.76,3247.92,-1815.42,-2498.87,-3506.26,-6005.13
76,1455.37,3307.94,4049.66,376.45,210.54,-296.25,-2841.87,-25667.2,1187.65,15671.53,-4879.7,3257.13,-1827.07,-2546.19,-3449.65,-5995.84
77,1418.56,3255.0,4055.38,377.3,212.63,-293.38,-2877.98,-25552.47,1206.75,15697.35,-4926.64,3255.42,-1817.01,-2500.86,-3488.23,-5989.09
78,1371.35,3190.82,4048.41,372.51,211.42,-292.87,-2862.76,-25843.62,1210.99,15721.94,-4753.35,3236.3,-1818.38,-2871.81,-3335.43,-6207.24
79,1355.1,3226.76,4042.1,376.05,219.15,-324.5,-2887.34,-25895.89,1239.65,15827.96,-4715.88,3240.8,-1813.14,-2820.98,-3288.22,-6109.2
80,1414.21,3218.41,4072.38,366.61,219.27,-271.17,-2840.04,-25630.2,1210.95,15605.1,-4820.78,3232.82,-1810.09,-2634.48,-3398.05,-6032.52
81,1361.14,3225.26,4020.04,371.59,205.01,-261.9,-2860.48,-25582.69,1194.13,15729.24,-4932.0,3250.87,-1819.18,-2598.67,-3500.31,-6098.99
82,1406.63,3163.96,4023.38,382.2,217.57,-315.21,-2843.53,-25348.79,1227.88,15521.43,-4998.41,3249.35,-1834.78,-2564.47,-3583.84,-6148.31
83,1390.52,3224.9,4090.5,388.11,210.35,-297.64,-2858.45,-25340.4,1240.72,15555.8,-5100.05,3237.1,-1825.63,-2395.6,-3688.58,-6084.18
84,1376.39,3217.2,4050.84,361.22,218.6,-298.38,-2847.21,-25613.41,1233.48,15674.79,-4860.42,3239.36,-1818.72,-2626.46,-3439.78,-6066.25
85,1399.23,3239.69,4054.09,379.06,220.84,-312.23,-2803.49,-25610.15,1248.63,15694.66,-4949.21,3263.48,-1854.85,-2489.67,-3540.58,-6030.26
86,1493.51,3185.0,4030.71,389.82,196.59,-324.94,-2856.97,-25564.17,1197.21,15606.79,-4891.32,3266.41,-1853.05,-2646.44,-3477.96,-6124.4
87,1438.68,3277.76,4042.05,371.28,215.04,-301.94,-2803.95,-25599.8,1228.47,15727.74,-4942.0,3260.45,-1848.64,-2404.68,-3530.19,-5934.87
88,1472.81,3231.04,4044.61,374.77,210.83,-313.35,-2819.18,-25380.72,1228.52,15574.07,-5018.45,3262.07,-1845.45,-2376.61,-3601.84,-5978.45
89,1349.01,3258.63,4025.44,370.13,198.67,-279.79,-2804.45,-25394.84,1252.1,15688.68,-5055.56,3241.1,-1821.21,-2336.42,-3635.67,-5972.1
90,1400.01,3278.66,4070.25,386.87,225.51,-281.83,-2858.55,-25482.52,1213.86,15698.9,-4989.77,3252.74,-1828.17,-2348.85,-3565.19,-5914.04
91,1406.36,3202.06,4033.3,386.47,234.5,-301.83,-2829.78,-25436.43,1256.1,15720.83,-5036.88,3256.88,-1823.87,-2328.43,-3603.87,-5932.3
92,1398.68,3158.7,4049.8,366.8,208.21,-281.41,-2896.98,-25449.26,1210.86,15707.32,-4958.77,3238.33,-1799.6,-2527.29,-3520.04,-6047.33
93,1380.42,3210.8,4082.89,373.62,220.71,-270.31,-2855.21,-25639.31,1233.65,15722.41,-4871.21,3234.24,-1811.63,-2540.32,-3448.6,-5988.92
94,1431.54,3209.82,4045.52,371.25,226.99,-291.38,-2827.15,-25583.84,1174.08,15614.41,-4868.32,3249.29,-1831.24,-2628.76,-3450.27,-6079.03
95,1424.32,3308.61,4071.94,393.93,228.65,-296.63,-2867.81,-25557.46,1183.65,15652.84,-4901.23,3253.9,-1837.72,-2457.98,-3485.04,-5943.02
96,1388.78,3199.73,4038.81,372.48,196.19,-274.76,-2856.27,-25350.68,1212.98,15667.33,-5064.34,3260.06,-1833.18,-2405.42,-3637.45,-6042.87
97,1419.42,3142.27,4064.95,370.3,217.26,-289.65,-2805.07,-25269.75,1227.21,15731.52,-5222.42,3262.21,-1849.79,-2191.54,-3810.0,-6001.55
98,1402.85,3134.89,4028.64,374.58,213.43,-274.95,-2872.42,-25117.41,1230.88,15610.57,-5198.64,3261.48,-1843.21,-2268.93,-3780.38,-6049.31
99,1407.93,3070.38,4061.18,376.09,218.46,-279.79,-2861.49,-25174.53,1232.91,15696.5,-5174.06,3259.95,-1830.94,-2252.36,-3745.05,-5997.41
100,1442.68,3240.3,4076.28,395.49,200.93,-284.48,-2846.28,-25334.35,1202.89,15581.35,-5026.59,3259.21,-1837.57,-2325.19,-3604.94,-5930.13
101,1397.5,3161.3,4032.64,371.0,206.6,-272.22,-2866.16,-25193.37,1222.33,15622.82,-5155.63,3242.2,-1813.94,-2317.57,-3727.37,-6044.94
102,1411.08,3186.17,4053.37,370.23,228.83,-247.09,-2834.24,-25531.58,1201.15,15713.5,-4942.78,3233.85,-1814.2,-2448.57,-3523.12,-5971.7
103,1425.45,3278.68,4070.31,393.59,204.73,-303.55,-2830.43,-25316.69,1214.95,15570.21,-5061.63,3266.15,-1847.2,-2292.75,-3642.68,-5935.43
104,1408.28,3229.42,4091.7,367.92,214.73,-295.11,-2838.4,-25268.11,1205.75,15656.37,-5160.88,3276.98,-1844.12,-2227.44,-3728.02,-5955.46
105,1391.58,3233.74,4051.21,366.13,220.95,-289.96,-2862.46,-25525.2,1223.17,15808.99,-5001.19,3260.24,-1827.09,-2381.86,-3568.03,-5949.9
106,1405.55,3186.26,4084.19,385.28,221.92,-309.65,-2861.51,-25540.13,1245.86,15771.3,-4981.68,3250.97,-1825.93,-2410.93,-3556.64,-5967.57
107,1403.88,3193.5,4044.81,365.96,225.96,-306.55,-2794.39,-25467.02,1190.23,15673.79,-5006.38,3256.53,-1841.58,-2469.83,-3591.43,-6061.26
108,1435.83,3258.95,4062.49,374.73,216.97,-319.8,-2861.93,-25400.63,1195.83,15689.52,-5052.5,3253.33,-1834.68,-2348.05,-3633.85,-5981.9
109,1414.34,3266.87,4076.8,377.62,231.97,-315.05,-2861.87,-25291.21,1181.66,15671.3,-5081.63,3254.27,-1816.46,-2247.57,-3643.83,-5891.4
110,1454.63,3274.78,4014.19,392.0,199.92,-264.46,-2806.43,-25317.74,1211.91,15586.76,-5117.1,3270.09,-1843.72,-2254.44,-3690.73,-5945.18
111,1400.0,3149.53,4050.37,374.49,212.47,-291.91,-2805.69,-25623.15,1226.99,15755.06,-4900.97,3248.86,-1833.32,-2551.84,-3485.42,-6037.27
112,1462.72,3158.44,4071.62,381.18,193.61,-283.89,-2835.46,-25607.3,1197.95,15535.56,-4772.0,3229.71,-1798.42,-2725.59,-3340.7,-6066.29
113,1387.85,3234.34,4075.27,372.35,219.48,-301.41,-2778.05,-25784.53,1185.02,15732.08,-4814.59,3263.14,-1846.5,-2657.59,-3397.95,-6055.54
114,1360.07,3289.81,4042.82,382.48,210.76,-303.49,-2790.64,-25666.91,1191.64,15632.78,-4819.73,3257.66,-1854.42,-2650.68,-3416.49,-6067.17
115,1405.92,3237.97,4070.12,376.87,216.13,-311.61,-2786.56,-25534.78,1206.25,15664.26,-4956.81,3263.45,-1852.74,-2455.43,-3546.11,-6001.54
116,1468.93,3357.93,4037.52,392.72,202.45,-263.76,-2844.8,-25591.8,1187.58,15636.84,-4849.22,3253.26,-1825.32,-2416.37,-3421.28,-5837.65
117,1417.54,3232.37,4028.67,358.12,207.16,-281.69,-2822.06,-25662.59,1233.09,15611.93,-4769.76,3259.38,-1830.28,-2677.45,-3340.67,-6018.12
118,1418.89,3251.28,4038.75,365.55,217.49,-298.09,-2820.08,-25642.31,1197.5,15645.48,-4795.91,3272.14,-1845.06,-2625.54,-3368.83,-5994.37
119,1381.65,3254.21,4015.15,364.53,208.67,-270.78,-2823.24,-25641.14,1227.09,15702.32,-4867.84,3272.08,-1842.3,-2581.54,-3438.06,-6019.6
120,1412.62,3214.68,4051.14,386.16,231.79,-301.66,-2806.36,-25772.49,1248.06,15747.85,-4806.28,3258.49,-1836.17,-2588.21,-3383.95,-5972.16
121,1378.2,3254.77,4084.98,400.3,211.03,-308.14,-2820.08,-25796.35,1228.7,15799.61,-4805.94,3257.97,-1837.57,-2566.98,-3385.54,-5952.52
122,1418.77,3266.64,4040.33,394.03,203.2,-311.09,-2762.14,-25774.35,1226.62,15679.79,-4803.37,3273.42,-1861.99,-2618.19,-3391.94,-6010.13
123,1399.18,3238.08,4021.55,376.07,217.62,-298.82,-2842.16,-25644.78,1204.6,15725.11,-4840.41,3264.09,-1848.2,-2603.55,-3424.52,-6028.07
124,1331.49,3193.47,4091.1,366.05,211.68,-310.68,-2813.78,-25382.53,1193.47,15669.38,-5065.09,3249.58,-1829.84,-2450.35,-3645.34,-6095.69
125,1333.23,3203.13,4045.94,371.02,225.92,-297.77,-2835.83,-25675.59,1256.36,15716.77,-4851.15,3253.23,-1821.57,-2656.81,-3419.49,-6076.31
126,1412.99,3217.27,4065.18,379.62,214.54,-278.69,-2824.33,-25770.36,1214.51,15626.91,-4730.47,3246.45,-1828.02,-2742.36,-3312.04,-6054.4
127,1400.96,3217.41,4068.52,368.2,193.68,-297.7,-2832.76,-25633.3,1183.48,15616.57,-4807.29,3252.29,-1827.71,-2714.93,-3382.71,-6097.63
128,1351.45,3225.8,4014.34,366.33,207.75,-276.92,-2821.96,-25837.57,1212.18,15663.16,-4631.63,3247.8,-1824.98,-2895.43,-3208.8,-6104.23
129,1428.22,3269.04,4061.24,386.42,207.82,-296.91,-2854.41,-25577.82,1209.91,15597.71,-4831.85,3254.8,-1820.57,-2568.78,-3397.61,-5966.39
130,1370.43,3112.81,4068.56,368.12,219.38,-290.24,-2831.29,-25555.02,1218.1,15610.07,-4828.07,3248.25,-1818.38,-2709.07,-3398.21,-6107.27
131,1456.49,3172.64,4025.06,382.04,212.06,-283.45,-2834.56,-25742.96,1200.09,15752.74,-4771.19,3250.44,-1839.24,-2659.84,-3359.99,-6019.83
132,1357.68,3197.97,4080.57,367.66,204.27,-278.83,-2796.21,-25710.06,1217.6,15659.42,-4802.73,3264.03,-1856.4,-2699.94,-3395.09,-6095.03
133,1383.33,3189.53,4071.48,379.07,213.35,-303.69,-2824.59,-25691.67,1230.85,15546.65,-4655.95,3247.91,-1827.75,-2805.68,-3235.79,-6041.47
134,1393.81,3213.95,4074.14,366.66,217.15,-307.74,-2820.47,-25615.17,1233.35,15756.4,-4902.06,3250.26,-1816.19,-2487.92,-3467.98,-5955.9
135,1459.31,3268.47,4084.7,367.77,216.94,-299.99,-2865.98,-25719.31,1164.59,15590.24,-4708.0,3253.85,-1818.2,-2733.26,-3272.34,-6005.6
136,1388.58,3273.52,4047.93,376.32,205.81,-286.42,-2834.37,-25958.5,1216.21,15839.13,-4692.64,3238.56,-1824.54,-2731.79,-3278.61,-6010.4
137,1444.64,3217.86,4008.33,388.11,223.52,-258.29,-2791.96,-25598.56,1210.66,15692.75,-4897.37,3261.9,-1837.09,-2462.94,-3472.56,-5935.5
138,1406.86,3251.05,4072.73,390.82,219.68,-309.93,-2786.39,-25643.35,1225.38,15764.33,-4958.85,3267.86,-1848.67,-2408.82,-3539.66,-5948.48
139,1425.62,3217.84,4047.08,373.44,208.79,-279.63,-2829.56,-25698.04,1212.52,15881.7,-4902.95,3261.72,-1833.16,-2440.23,-3474.39,-5914.62
140,1417.13,3177.52,4062.18,371.64,205.92,-300.08,-2778.07,-26061.58,1256.67,15901.3,-4725.63,3247.45,-1822.26,-2747.38,-3300.45,-6047.83
141,1376.55,3212.14,4033.13,367.46,220.92,-274.8,-2851.42,-25982.61,1171.68,15771.62,-4629.18,3258.26,-1831.35,-2955.34,-3202.26,-6157.6
142,1438.68,3229.94,4046.82,369.69,212.34,-282.38,-2790.05,-25935.57,1184.03,15703.34,-4691.87,3268.7,-1852.06,-2823.17,-3275.23,-6098.4
143,1435.27,3232.1,4056.17,386.07,211.23,-281.15,-2872.15,-25644.58,1217.7,15742.43,-4886.22,3249.94,-1821.99,-2516.9,-3458.27,-5975.18
144,1442.47,3238.13,4053.45,383.48,204.99,-271.64,-2839.17,-26028.03,1213.43,15947.47,-4765.26,3263.13,-1842.71,-2655.42,-3344.83,-6000.25
145,1378.49,3207.63,4017.43,367.63,222.01,-281.56,-2791.0,-25743.2,1198.4,15771.94,-4863.76,3267.25,-1843.88,-2652.23,-3440.4,-6092.63
146,1404.87,3256.38,4006.34,368.7,226.4,-275.31,-2789.95,-25831.65,1232.15,15757.68,-4755.6,3254.78,-1828.36,-2644.38,-3329.18,-5973.57
147,1444.76,3264.85,3973.01,383.32,227.31,-276.0,-2787.19,-25983.97,1214.12,15820.09,-4716.08,3261.62,-1845.55,-2719.72,-3300.01,-6019.72
148,1396.81,3217.35,4049.51,388.01,206.93,-290.51,-2811.7,-25905.19,1245.84,15842.08,-4731.57,3259.75,-1836.32,-2660.86,-3308.14,-5969.0
149,1416.83,3201.08,4080.37,372.6,219.22,-296.92,-2870.67,-25757.54,1230.89,15807.24,-4801.68,3263.63,-1835.63,-2596.91,-3373.68,-5970.59
150,1394.84,3242.57,4071.63,392.88,219.4,-298.12,-2795.81,-25905.02,1253.79,15758.2,-4743.14,3261.16,-1840.32,-2665.63,-3322.3,-5987.93
151,1426.45,3254.5,4014.4,381.15,221.93,-307.63,-2807.29,-25928.43,1205.57,15783.31,-4745.06,3248.44,-1831.19,-2756.05,-3327.81,-6083.86
152,1395.34,3258.51,4059.2,373.53,211.28,-288.03,-2824.64,-25555.12,1209.26,15683.65,-4909.95,3282.99,-1857.37,-2477.01,-3484.33,-5961.34
153,1430.83,3203.5,4027.65,378.41,221.75,-279.91,-2821.52,-25454.4,1201.44,15658.51,-4949.76,3275.27,-1841.65,-2433.74,-3516.13,-5949.87
154,1397.62,3213.81,4039.31,378.06,226.52,-300.09,-2821.1,-25832.67,1207.22,15736.79,-4663.08,3253.94,-1835.85,-2754.52,-3244.99,-5999.51
155,1375.8,3179.48,4016.46,371.24,222.15,-286.55,-2823.14,-25949.29,1225.46,15825.15,-4677.96,3241.53,-1818.19,-2843.23,-3254.62,-6097.85
156,1461.7,3280.18,4050.4,372.5,221.18,-296.04,-2799.99,-25754.22,1233.14,15724.96,-4802.56,3254.88,-1834.93,-2506.18,-3382.61,-5888.79
157,1395.91,3260.88,4038.55,368.42,191.21,-295.4,-2854.41,-25827.93,1191.31,15717.48,-4680.17,3257.68,-1827.4,-2813.97,-3249.89,-6063.86
158,1413.61,3210.88,4056.87,361.21,203.01,-305.52,-2813.56,-25616.23,1211.89,15781.9,-4903.36,3264.01,-1839.29,-2495.95,-3478.64,-5974.59
