POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
18,1354.11,3190.44,4039.47,382.51,206.13,-264.52,-2892.69,-25793.87,1210.04,15752.79,-4682.58,3210.63,-1767.4,-2815.57,-3239.35,-6054.92
19,1438.7,3224.11,4090.9,402.61,213.04,-276.03,-2917.83,-25737.28,1197.48,15711.32,-4684.2,3210.27,-1764.72,-2652.99,-3238.65,-5891.63
20,1455.8,3186.47,4069.45,366.77,202.82,-267.62,-2925.76,-25745.17,1198.86,15635.54,-4557.03,3204.98,-1748.76,-2822.86,-3100.82,-5923.67
21,1418.66,3307.97,4102.96,369.39,218.11,-269.09,-2919.57,-25550.75,1210.95,15650.95,-4799.01,3223.74,-1775.83,-2460.42,-3351.1,-5811.51
22,1416.38,3241.85,4118.2,369.29,208.27,-273.94,-2900.64,-25656.67,1221.23,15668.16,-4778.41,3220.04,-1785.31,-2587.86,-3343.67,-5931.53
23,1437.82,3205.67,4065.87,395.04,228.29,-274.79,-2884.42,-25689.06,1196.4,15725.9,-4787.84,3225.0,-1778.42,-2593.29,-3341.26,-5934.54
24,1417.75,3268.8,4085.34,380.98,242.86,-266.98,-2920.85,-25511.81,1192.56,15647.37,-4843.41,3214.48,-1767.01,-2463.96,-3395.94,-5859.91
25,1429.05,3249.08,4072.34,379.33,199.23,-281.0,-2871.89,-25809.86,1194.81,15722.51,-4615.05,3244.84,-1802.05,-2716.39,-3172.25,-5888.65
26,1451.49,3156.4,4116.69,380.47,232.61,-286.49,-2867.99,-25398.12,1225.61,15674.87,-5016.14,3232.64,-1786.95,-2314.47,-3570.46,-5884.92
27,1373.77,3264.6,4076.17,369.07,209.15,-263.99,-2882.31,-25262.69,1217.79,15610.8,-5024.53,3244.85,-1801.22,-2287.64,-3580.9,-5868.54
28,1389.9,3179.24,4105.73,376.64,217.59,-290.29,-2825.85,-25463.34,1253.52,15591.6,-4914.98,3246.48,-1820.68,-2465.26,-3489.17,-5954.43
29,1405.97,3275.6,4078.19,382.88,218.4,-260.96,-2862.3,-25469.74,1179.21,15676.28,-4936.86,3254.08,-1824.26,-2376.46,-3507.04,-5883.5
30,1407.95,3225.11,4077.96,393.92,213.41,-275.77,-2888.41,-25590.8,1240.21,15667.33,-4851.74,3226.78,-1793.48,-2529.08,-3418.44,-5947.52
31,1472.68,3209.56,4086.56,384.86,216.71,-303.85,-2908.85,-25826.74,1208.39,15642.72,-4632.83,3221.98,-1793.08,-2817.95,-3203.93,-6021.88
32,1395.78,3100.12,4064.11,380.16,220.01,-276.79,-2869.31,-25812.2,1234.78,15767.94,-4707.9,3218.11,-1794.68,-2795.41,-3284.47,-6079.88
33,1394.21,3244.16,4047.47,374.77,233.85,-252.88,-2903.88,-25731.26,1236.17,15781.03,-4745.0,3217.0,-1785.52,-2576.35,-3313.52,-5889.86
34,1401.17,3243.17,4078.95,377.08,213.64,-259.21,-2925.48,-25821.62,1231.52,15716.25,-4689.65,3215.96,-1771.87,-2744.54,-3245.56,-5990.1
35,1411.08,3200.33,4029.67,386.06,223.1,-273.94,-2883.77,-25663.28,1199.94,15642.96,-4746.09,3227.25,-1793.88,-2727.86,-3312.71,-6040.57
36,1412.32,3139.46,4031.07,384.78,213.2,-260.79,-2874.34,-25773.79,1223.6,15765.57,-4686.74,3214.75,-1766.97,-2738.91,-3238.95,-5977.86
37,1387.1,3220.91,4045.81,396.42,211.18,-258.44,-2868.84,-25501.92,1229.06,15681.71,-4896.62,3255.1,-1818.12,-2457.01,-3459.65,-5916.65
38,1330.92,3227.94,4049.95,376.02,202.88,-278.45,-2907.44,-25403.35,1214.76,15721.58,-5000.99,3239.07,-1804.12,-2465.19,-3566.03,-6031.22
39,1396.75,3246.6,4048.43,386.43,187.92,-264.45,-2902.06,-25416.44,1221.48,15652.83,-4925.46,3234.7,-1796.91,-2442.5,-3487.68,-5930.18
40,1437.63,3225.0,4116.98,362.77,199.06,-263.57,-2888.37,-25523.35,1169.96,15688.28,-4842.92,3240.1,-1799.5,-2475.6,-3402.32,-5877.92
41,1427.95,3250.05,4042.91,363.53,202.24,-257.37,-2863.74,-25386.8,1204.46,15587.09,-4937.57,3250.63,-1808.85,-2429.7,-3495.8,-5925.49
42,1481.85,3246.51,4044.45,377.63,192.17,-276.09,-2889.07,-25374.14,1189.31,15572.39,-4879.29,3250.9,-1808.37,-2434.98,-3436.76,-5871.75
43,1398.79,3227.37,4042.88,379.6,215.37,-256.29,-2841.68,-25491.35,1192.95,15750.0,-5021.41,3257.78,-1838.72,-2382.35,-3602.35,-5984.7
44,1402.24,3222.15,4025.83,369.29,197.94,-278.59,-2936.7,-25465.85,1222.07,15629.06,-4842.85,3217.33,-1798.02,-2612.57,-3423.53,-6036.1
45,1416.37,3243.31,4074.71,388.26,195.6,-266.97,-2882.32,-25679.53,1214.6,15629.92,-4754.35,3235.4,-1814.76,-2666.05,-3333.71,-5999.76
46,1459.14,3193.5,4100.17,370.05,221.05,-287.95,-2876.06,-25642.88,1187.81,15633.97,-4828.86,3245.05,-1808.04,-2641.2,-3391.85,-6033.05
47,1426.79,3265.95,4101.95,387.8,227.47,-267.25,-2884.87,-25786.62,1226.82,15703.11,-4702.62,3227.86,-1806.4,-2598.87,-3281.16,-5880.03
48,1456.07,3250.09,4039.7,376.57,223.75,-283.71,-2849.7,-25641.44,1194.74,15644.65,-4789.61,3236.04,-1798.82,-2589.29,-3352.38,-5941.67
49,1388.64,3233.17,4078.02,368.24,233.83,-287.52,-2846.97,-25572.63,1222.11,15657.08,-4845.83,3249.08,-1820.21,-2526.02,-3416.96,-5942.98
50,1399.56,3161.28,4067.49,382.8,221.5,-310.24,-2820.77,-25666.87,1213.11,15796.86,-4891.31,3248.11,-1819.27,-2555.27,-3462.47,-6017.75
51,1431.21,3245.47,4004.72,379.32,209.09,-285.07,-2872.42,-25525.92,1228.2,15744.25,-4958.37,3253.14,-1815.93,-2441.16,-3521.16,-5962.32
52,1451.15,3132.29,4023.58,365.7,205.76,-282.01,-2878.06,-25512.98,1193.36,15752.55,-4951.03,3250.19,-1806.55,-2548.66,-3507.39,-6056.05
53,1410.31,3214.93,4099.59,376.95,245.05,-293.23,-2899.32,-25428.22,1226.97,15676.37,-5032.31,3239.19,-1794.67,-2370.6,-3587.8,-5958.39
54,1410.8,3271.9,4082.62,371.48,217.45,-277.81,-2860.24,-25564.3,1205.61,15611.11,-4821.89,3223.76,-1785.59,-2531.38,-3383.72,-5915.1
55,1366.68,3227.58,4030.95,378.79,223.25,-287.71,-2883.54,-25415.38,1214.24,15651.45,-5000.49,3221.9,-1788.67,-2493.69,-3567.26,-6060.94
56,1421.15,3302.7,4039.59,378.45,217.49,-258.51,-2890.49,-25532.68,1175.18,15588.35,-4814.22,3237.27,-1795.07,-2558.78,-3372.02,-5930.8
57,1430.83,3250.27,4052.73,375.11,195.36,-281.25,-2855.32,-25556.08,1251.69,15706.69,-4923.5,3238.26,-1805.14,-2429.98,-3490.38,-5920.36
58,1382.09,3278.53,4078.81,373.21,206.54,-304.43,-2886.28,-25669.29,1210.85,15709.21,-4699.19,3226.19,-1780.51,-2620.77,-3253.51,-5874.28
59,1428.75,3332.03,4052.06,376.73,208.37,-267.2,-2870.39,-25604.41,1202.02,15697.77,-4773.15,3233.59,-1784.49,-2444.27,-3324.05,-5768.32
60,1476.69,3215.15,4075.05,385.77,199.92,-272.75,-2822.17,-25655.11,1227.47,15596.25,-4789.15,3237.91,-1800.07,-2573.74,-3351.31,-5925.05
61,1422.09,3186.33,4070.6,381.03,222.2,-272.94,-2863.71,-25599.04,1242.28,15600.52,-4699.09,3221.68,-1779.98,-2610.64,-3257.39,-5868.04
62,1391.93,3255.66,4074.33,370.97,215.16,-279.57,-2910.22,-25699.66,1179.27,15750.43,-4778.37,3213.16,-1778.9,-2651.7,-3344.11,-5995.8
63,1421.81,3248.51,4059.46,366.82,215.52,-272.11,-2923.47,-25543.53,1172.55,15691.57,-4870.64,3229.65,-1795.78,-2562.86,-3436.78,-5999.64
64,1391.81,3139.14,4075.75,372.5,207.75,-279.96,-2910.95,-25609.65,1185.82,15775.42,-4884.54,3240.7,-1792.97,-2652.36,-3436.81,-6089.18
65,1409.05,3214.07,4065.18,384.53,242.42,-301.94,-2911.47,-25824.98,1207.55,15720.69,-4640.06,3213.27,-1772.12,-2794.88,-3198.92,-5993.8
66,1406.55,3240.84,4072.73,365.45,217.15,-288.28,-2879.18,-26119.03,1203.8,15923.46,-4535.33,3222.7,-1779.88,-2856.49,-3092.51,-5949.0
67,1478.49,3248.58,4082.7,378.97,223.02,-284.45,-2882.25,-25810.53,1213.38,15808.75,-4833.08,3222.04,-1798.32,-2543.34,-3409.36,-5952.7
68,1492.49,3214.37,4083.8,375.99,236.87,-271.69,-2881.54,-25796.93,1205.28,15721.49,-4775.7,3238.71,-1812.75,-2619.87,-3349.74,-5969.61
69,1486.9,3162.32,4056.29,375.49,203.82,-278.87,-2879.79,-25668.37,1220.16,15645.43,-4742.05,3238.91,-1820.38,-2676.62,-3323.51,-6000.13
70,1396.41,3165.22,4060.66,367.02,211.44,-267.1,-2875.31,-25764.63,1208.62,15881.97,-4838.88,3255.79,-1822.6,-2615.71,-3405.69,-6021.4
71,1414.36,3086.6,4087.58,365.29,217.28,-262.13,-2908.82,-25649.35,1200.17,15871.79,-4934.27,3239.69,-1811.36,-2577.23,-3505.93,-6083.16
72,1399.16,3183.39,4086.0,384.88,221.97,-265.19,-2850.36,-25855.19,1218.43,15821.66,-4800.01,3239.82,-1813.24,-2655.25,-3373.43,-6028.69
73,1431.38,3308.72,4046.3,377.65,213.67,-298.74,-2843.52,-25801.2,1229.12,15741.01,-4747.48,3243.14,-1809.12,-2595.61,-3313.46,-5909.07
74,1395.5,3180.25,4065.96,373.48,195.89,-242.87,-2851.5,-25910.48,1229.65,15750.24,-4610.51,3229.34,-1796.18,-2813.88,-3177.36,-5991.24
75,1383.12,3161.07,4084.62,370.78,229.59,-284.58,-2864.43,-25698.28,1224.07,15701.53,-4764.64,3217.56,-1774.76,-2692.51,-3321.84,-6014.35
76,1410.9,3255.14,4040.82,392.06,215.54,-264.32,-2885.19,-25682.44,1216.06,15752.51,-4758.08,3248.93,-1822.55,-2548.94,-3331.7,-5880.64
77,1367.33,3169.73,4047.52,368.69,213.64,-291.46,-2827.13,-25743.88,1229.23,15801.66,-4771.0,3236.84,-1806.77,-2664.67,-3340.93,-6005.6
78,1426.26,3247.26,4094.35,371.64,216.13,-287.64,-2862.4,-25596.16,1199.57,15732.35,-4905.51,3247.84,-1818.79,-2458.64,-3476.46,-5935.1
79,1406.52,3164.2,4058.67,373.77,211.85,-279.15,-2855.89,-25665.42,1215.28,15793.36,-4812.92,3252.31,-1809.25,-2576.81,-3369.87,-5946.68
80,1383.28,3258.44,4070.38,366.47,215.85,-287.37,-2875.57,-25815.66,1190.68,15822.94,-4781.34,3246.16,-1817.62,-2670.55,-3352.8,-6023.35
81,1439.0,3269.3,4073.23,374.36,237.71,-296.05,-2861.54,-25652.39,1200.75,15618.55,-4791.6,3246.33,-1817.11,-2597.07,-3362.39,-5959.46
82,1402.27,3245.28,4059.56,369.53,230.31,-301.5,-2834.54,-25658.07,1224.63,15823.04,-4922.54,3271.97,-1846.71,-2439.48,-3497.28,-5936.76
83,1380.52,3230.64,4086.77,372.92,207.79,-279.49,-2828.44,-25777.04,1210.05,15791.16,-4809.19,3250.89,-1813.09,-2605.12,-3371.4,-5976.51
84,1416.41,3264.13,4074.96,371.96,219.34,-287.47,-2912.88,-25429.29,1193.67,15729.41,-4974.95,3264.59,-1824.9,-2359.76,-3535.26,-5895.01
85,1401.36,3215.27,4057.85,365.12,220.89,-320.84,-2831.66,-25702.32,1205.9,15704.31,-4775.95,3244.33,-1815.56,-2684.11,-3347.18,-6031.29
86,1406.23,3151.76,4081.38,362.05,213.18,-278.59,-2812.8,-25751.34,1230.1,15745.32,-4768.92,3239.29,-1806.15,-2652.71,-3335.78,-5988.5
87,1361.66,3196.33,4057.38,377.02,210.55,-286.75,-2801.46,-25387.1,1219.09,15624.7,-4992.22,3258.27,-1833.54,-2428.58,-3567.48,-5996.06
88,1402.67,3235.3,4068.19,374.71,226.68,-293.18,-2867.38,-25332.48,1229.87,15587.1,-5006.72,3243.43,-1813.75,-2368.53,-3577.04,-5945.57
89,1375.16,3208.85,4132.22,383.07,239.24,-279.9,-2835.83,-25559.65,1226.95,15752.08,-4943.01,3252.9,-1820.45,-2357.78,-3510.56,-5868.34
90,1412.01,3255.4,4034.77,385.71,218.73,-288.24,-2899.35,-25542.52,1211.37,15751.26,-4958.81,3243.75,-1812.14,-2460.87,-3527.2,-5988.07
91,1429.79,3329.04,4050.01,377.82,203.19,-296.37,-2845.05,-25822.71,1201.21,15660.66,-4631.55,3250.07,-1823.04,-2712.4,-3204.52,-5916.92
92,1464.96,3173.69,4074.05,376.4,211.43,-286.51,-2836.5,-25531.57,1200.3,15646.75,-4973.65,3241.91,-1819.46,-2507.0,-3551.2,-6058.2
93,1365.44,3272.24,4059.03,358.01,207.48,-272.88,-2861.0,-25841.74,1203.4,15782.19,-4690.06,3233.13,-1805.12,-2727.82,-3262.05,-5989.87
94,1434.39,3243.44,4077.17,372.83,227.8,-264.55,-2840.69,-25892.23,1206.85,15830.56,-4700.37,3241.69,-1815.69,-2604.43,-3274.37,-5878.8
95,1447.07,3205.08,4043.85,366.7,226.12,-290.6,-2865.91,-25724.03,1191.22,15678.02,-4727.18,3232.55,-1790.93,-2722.47,-3285.56,-6008.03
96,1351.17,3157.09,4075.67,358.68,210.76,-275.82,-2865.36,-25823.02,1238.92,15704.82,-4645.55,3223.66,-1779.18,-2867.09,-3201.08,-6068.17
97,1385.59,3262.02,4094.16,381.48,219.58,-266.08,-2829.09,-25823.93,1206.15,15728.33,-4757.86,3236.96,-1813.1,-2641.8,-3334.0,-5975.8
98,1443.11,3214.58,4046.23,385.23,222.96,-268.7,-2826.76,-25549.98,1229.64,15524.68,-4792.54,3253.14,-1816.87,-2579.01,-3356.26,-5935.28
99,1405.07,3244.61,4073.47,384.12,222.02,-266.29,-2852.62,-25637.99,1210.44,15616.71,-4733.74,3238.07,-1803.7,-2600.46,-3299.37,-5899.82
100,1427.72,3203.29,4062.14,371.49,203.18,-266.41,-2865.44,-25605.11,1216.26,15589.35,-4770.57,3240.01,-1806.82,-2663.53,-3337.38,-6000.91
101,1376.45,3217.74,4081.4,376.86,219.31,-302.97,-2826.85,-25618.78,1230.69,15679.61,-4781.19,3262.85,-1820.02,-2566.54,-3338.36,-5904.9
102,1443.08,3275.48,4036.2,394.01,212.68,-294.33,-2853.67,-25690.74,1214.56,15595.63,-4704.7,3237.95,-1817.21,-2667.1,-3283.96,-5951.06
103,1374.87,3263.69,4024.49,372.0,216.59,-296.73,-2856.24,-25588.87,1206.72,15726.49,-4908.91,3250.33,-1813.95,-2557.0,-3472.53,-6029.52
104,1413.72,3191.42,4051.86,371.99,202.85,-262.53,-2836.31,-25561.2,1202.19,15730.99,-4898.64,3259.61,-1818.43,-2495.03,-3457.45,-5952.48
105,1389.06,3222.39,4085.29,371.18,198.85,-277.16,-2863.67,-25588.69,1201.53,15846.6,-4907.71,3276.64,-1835.89,-2414.62,-3466.96,-5881.58
106,1396.57,3261.24,4075.56,368.87,215.14,-283.65,-2839.27,-25573.3,1194.36,15609.1,-4805.53,3256.87,-1813.79,-2575.37,-3362.45,-5937.82
107,1425.42,3288.9,4093.56,387.51,219.76,-290.06,-2842.35,-25598.53,1209.52,15753.95,-4906.93,3260.45,-1818.73,-2352.33,-3465.21,-5817.53
108,1368.19,3208.78,4082.2,380.76,200.85,-285.53,-2856.28,-25677.53,1227.8,15665.12,-4764.85,3246.36,-1813.93,-2685.63,-3332.42,-6018.05
109,1359.96,3171.95,4044.44,386.71,225.96,-275.52,-2861.69,-25601.27,1230.8,15677.98,-4864.64,3249.32,-1814.83,-2640.68,-3430.15,-6070.83
110,1392.49,3226.42,4085.16,371.11,208.96,-278.85,-2811.66,-25464.78,1216.72,15667.86,-5023.01,3271.52,-1843.81,-2386.55,-3595.29,-5981.85
111,1432.42,3232.85,4094.54,382.43,212.21,-290.56,-2870.36,-25787.06,1239.59,15738.39,-4670.31,3242.24,-1814.83,-2615.53,-3242.91,-5858.44
112,1437.83,3215.93,4091.22,387.5,227.7,-300.71,-2855.27,-25762.86,1192.86,15814.61,-4806.0,3261.13,-1821.0,-2551.18,-3365.87,-5917.04
113,1417.92,3307.3,4051.07,384.37,216.39,-288.23,-2858.76,-25788.63,1205.28,15787.82,-4720.62,3248.28,-1807.0,-2565.47,-3279.34,-5844.81
114,1389.88,3154.74,4024.1,373.35,220.42,-285.47,-2856.35,-25873.05,1222.06,15741.03,-4640.2,3240.73,-1819.76,-2889.3,-3219.23,-6108.52
115,1431.5,3236.15,4056.14,377.8,225.55,-304.82,-2883.52,-25557.49,1205.07,15599.52,-4811.39,3236.94,-1799.37,-2614.1,-3373.83,-5987.92
116,1438.87,3271.09,4074.7,378.27,219.82,-297.26,-2834.51,-25513.09,1197.71,15619.74,-4871.79,3254.93,-1818.65,-2444.67,-3435.5,-5880.17
117,1411.52,3254.94,4049.65,386.71,226.63,-307.63,-2853.39,-25761.99,1212.9,15814.67,-4782.2,3236.27,-1810.51,-2565.99,-3356.44,-5922.43
118,1439.28,3271.92,4056.2,372.14,201.7,-279.92,-2881.3,-25697.55,1211.78,15788.71,-4825.68,3227.98,-1792.03,-2517.04,-3389.74,-5906.77
119,1413.73,3217.96,4071.22,379.54,214.77,-276.73,-2877.87,-25658.52,1239.33,15710.43,-4751.42,3244.71,-1805.45,-2566.15,-3312.16,-5878.31
120,1331.77,3233.69,4049.01,376.14,212.71,-270.61,-2886.28,-25782.27,1205.62,15740.91,-4710.12,3231.33,-1796.43,-2789.31,-3275.23,-6064.53
121,1411.68,3185.04,4078.06,383.24,221.78,-270.08,-2861.06,-25733.48,1210.36,15807.99,-4779.7,3236.01,-1802.19,-2566.47,-3345.87,-5912.34
122,1397.37,3145.11,4066.52,368.76,231.66,-263.07,-2835.39,-25752.03,1203.22,15730.81,-4756.76,3246.72,-1812.52,-2707.05,-3322.56,-6029.61
123,1426.79,3209.0,4049.15,372.63,210.94,-286.46,-2829.99,-25712.25,1215.9,15597.64,-4666.78,3243.25,-1798.85,-2746.64,-3222.38,-5969.02
124,1389.86,3127.11,4063.02,370.05,226.54,-276.27,-2924.62,-25667.38,1234.24,15804.42,-4828.22,3220.2,-1790.14,-2653.02,-3398.16,-6051.18
125,1366.92,3273.05,4107.61,380.39,194.92,-289.56,-2876.91,-25706.18,1207.98,15789.76,-4787.46,3229.12,-1795.75,-2552.02,-3354.09,-5906.11
126,1435.4,3097.15,4060.62,360.01,212.94,-304.63,-2910.82,-25527.03,1201.81,15727.41,-4857.1,3233.18,-1788.32,-2647.12,-3412.25,-6059.37
127,1405.44,3190.74,4107.32,392.65,215.1,-315.9,-2866.07,-25630.59,1236.3,15748.43,-4862.97,3228.37,-1805.22,-2516.57,-3439.83,-5956.39
128,1416.24,3316.35,4048.33,384.89,249.54,-289.46,-2905.87,-25691.51,1199.26,15686.78,-4807.56,3232.19,-1801.93,-2585.46,-3377.3,-5962.76
129,1449.2,3237.12,4069.04,386.96,206.68,-285.5,-2870.12,-25720.8,1218.86,15825.57,-4846.91,3223.74,-1794.42,-2483.01,-3417.6,-5900.61
130,1340.25,3258.35,4082.61,381.21,204.18,-282.69,-2905.51,-25644.65,1178.0,15754.6,-4842.99,3219.56,-1777.45,-2633.65,-3400.88,-6034.52
131,1413.64,3195.29,4074.63,380.56,207.54,-292.73,-2865.12,-25668.21,1219.91,15742.51,-4780.4,3245.52,-1805.49,-2591.97,-3340.37,-5932.34
132,1375.94,3176.52,4046.79,372.3,235.16,-264.74,-2837.25,-25804.41,1219.02,15741.42,-4718.2,3216.2,-1798.13,-2739.26,-3300.14,-6039.39
133,1386.5,3266.63,4045.43,376.31,238.09,-286.57,-2888.2,-25249.38,1226.8,15605.15,-5003.63,3241.79,-1812.18,-2279.25,-3574.02,-5853.27
134,1354.27,3187.83,4059.8,375.27,205.05,-289.94,-2868.63,-25712.62,1248.97,15680.3,-4683.57,3227.5,-1787.47,-2759.69,-3243.54,-6003.23
135,1376.69,3177.94,4041.41,370.57,237.22,-275.84,-2879.93,-25708.46,1209.15,15727.41,-4715.17,3230.37,-1788.21,-2723.84,-3273.01,-5996.85
136,1381.93,3260.43,4073.66,376.68,204.76,-267.97,-2873.41,-25825.84,1233.52,15707.1,-4650.31,3223.77,-1794.03,-2729.15,-3220.57,-5949.72
137,1446.53,3152.93,4083.04,375.13,225.65,-271.19,-2881.77,-25633.57,1213.1,15684.94,-4729.28,3240.29,-1802.27,-2605.2,-3291.26,-5896.46
138,1448.05,3244.99,4045.26,382.61,224.93,-296.87,-2886.02,-25557.79,1204.72,15595.37,-4731.29,3237.54,-1800.15,-2594.75,-3293.89,-5888.64
139,1395.79,3175.1,4034.3,360.63,204.68,-280.68,-2866.67,-25503.98,1206.65,15800.17,-4881.45,3246.32,-1809.14,-2474.02,-3444.27,-5918.29
140,1341.85,3188.65,4071.12,355.77,223.52,-290.88,-2842.09,-25479.36,1192.1,15708.31,-4942.33,3260.47,-1825.74,-2531.0,-3507.6,-6038.6
141,1397.89,3249.38,4047.25,380.2,206.79,-301.49,-2847.59,-25481.67,1199.4,15580.98,-4868.96,3244.03,-1818.39,-2568.87,-3443.31,-6012.18
142,1381.58,3240.58,4133.73,371.83,228.18,-334.82,-2825.28,-25594.89,1222.02,15583.42,-4783.36,3230.6,-1798.93,-2593.63,-3351.68,-5945.32
143,1384.92,3252.95,4093.27,375.1,210.44,-302.93,-2841.0,-25541.57,1177.76,15706.65,-4792.17,3264.25,-1830.93,-2484.43,-3358.85,-5843.28
144,1422.23,3190.3,4076.14,385.63,224.14,-267.88,-2876.72,-25558.63,1219.6,15553.84,-4739.73,3239.54,-1798.36,-2631.37,-3298.55,-5929.91
145,1411.7,3190.29,4063.24,371.71,209.16,-304.29,-2820.05,-25441.24,1216.69,15664.19,-4919.27,3272.18,-1853.1,-2438.61,-3500.19,-5938.8
146,1431.26,3130.5,4105.83,350.67,203.13,-292.91,-2852.93,-25367.67,1210.72,15579.01,-4866.13,3257.91,-1820.15,-2502.4,-3428.37,-5930.77
147,1367.98,3242.84,4042.63,378.5,225.62,-303.32,-2816.97,-25555.09,1203.46,15630.77,-4870.07,3263.12,-1831.01,-2583.59,-3437.96,-6021.54
148,1375.55,3160.58,4083.71,371.52,218.4,-293.96,-2814.42,-25666.48,1199.55,15749.11,-4733.24,3262.09,-1827.53,-2616.42,-3298.68,-5915.1
149,1462.36,3205.55,4083.41,382.42,199.36,-287.5,-2823.04,-25596.04,1197.54,15630.66,-4832.06,3256.47,-1832.46,-2545.28,-3408.06,-5953.34
150,1434.16,3296.49,4092.8,372.89,207.67,-320.64,-2823.91,-25626.15,1207.99,15763.37,-4778.19,3259.37,-1813.42,-2395.34,-3332.24,-5727.58
151,1415.29,3232.02,4069.78,367.29,210.12,-276.86,-2829.73,-25445.92,1199.57,15661.64,-4982.04,3268.28,-1842.43,-2396.79,-3556.19,-5952.98
152,1408.27,3186.19,4081.86,364.02,235.83,-290.05,-2826.85,-25663.94,1218.22,15719.27,-4797.18,3254.88,-1817.82,-2567.19,-3360.12,-5927.3
153,1389.42,3145.21,4050.06,362.14,212.3,-292.51,-2806.86,-25679.56,1228.26,15768.42,-4824.81,3253.87,-1835.32,-2623.13,-3406.26,-6029.39
154,1423.81,3108.51,4061.9,371.92,217.65,-297.61,-2906.57,-25363.47,1207.92,15625.52,-4878.7,3256.25,-1822.43,-2550.42,-3444.88,-5995.31
155,1348.98,3238.33,4081.54,377.82,207.92,-306.14,-2807.49,-25545.54,1228.62,15662.46,-4863.85,3243.15,-1831.8,-2513.5,-3452.5,-5965.99
156,1392.1,3182.42,4045.4,388.2,218.26,-315.54,-2849.24,-25647.32,1231.25,15733.3,-4850.75,3250.13,-1831.69,-2621.16,-3432.31,-6053.47
157,1362.3,3148.42,4044.58,366.6,206.7,-273.44,-2824.4,-25643.2,1213.56,15655.52,-4752.24,3247.32,-1826.93,-2743.36,-3331.86,-6075.21
158,1404.22,3160.87,4083.28,374.38,222.18,-282.16,-2784.04,-25483.63,1213.69,15576.36,-4865.52,3240.29,-1824.67,-2514.85,-3449.9,-5964.75
