POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
166,-0.0,0.0,0.0,0.0,-0.0,0.0,-63.0,-111.46,-0.0,0.0,141.51,-41.53,91.28,-174.46,191.26,16.8
167,0.0,0.0,0.0,-0.0,0.0,-0.0,-62.44,-94.77,-0.0,-0.0,128.16,-41.88,90.78,-157.21,177.05,19.84
168,0.0,-0.0,0.0,-0.0,0.0,0.0,-64.23,-77.88,0.0,0.0,111.75,-39.39,89.41,-142.11,161.78,19.67
169,0.0,-0.0,0.0,0.0,-0.0,0.0,-59.45,-87.26,-0.0,0.0,123.93,-37.58,87.74,-146.72,174.09,27.38
170,0.0,0.0,-0.0,0.0,0.0,0.0,-63.15,-92.33,0.0,0.0,126.32,-39.29,91.54,-155.48,178.57,23.09
171,0.0,-0.0,0.0,0.0,0.0,0.0,-61.99,-101.82,0.0,0.0,135.1,-38.52,90.97,-163.81,187.56,23.75
172,0.0,-0.0,-0.0,0.0,-0.0,0.0,-62.43,-74.28,-0.0,0.0,107.72,-37.41,86.89,-136.71,157.21,20.5
173,0.0,-0.0,-0.0,0.0,0.0,0.0,-63.3,-95.94,0.0,0.0,130.35,-39.12,91.31,-159.24,182.54,23.3
174,0.0,-0.0,-0.0,0.0,0.0,0.0,-63.92,-62.14,0.0,0.0,95.31,-39.45,91.12,-126.06,146.99,20.92
175,-0.0,0.0,0.0,-0.0,0.0,0.0,-62.31,-64.7,-0.0,0.0,104.47,-40.67,89.72,-127.01,153.52,26.51
176,-0.0,0.0,0.0,0.0,-0.0,-0.0,-64.86,-50.13,0.0,0.0,86.9,-39.22,92.63,-114.99,140.3,25.31
177,0.0,-0.0,0.0,-0.0,0.0,0.0,-61.65,-63.91,-0.0,0.0,99.34,-39.87,89.56,-125.56,149.03,23.47
178,0.0,-0.0,0.0,0.0,-0.0,0.0,-63.9,-73.95,-0.0,-0.0,112.27,-39.68,88.93,-137.85,161.52,23.67
179,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-58.92,-67.17,-0.0,-0.0,97.02,-35.28,85.8,-126.09,147.54,21.45
180,0.0,0.0,0.0,0.0,0.0,-0.0,-61.17,-114.94,-0.0,0.0,145.73,-38.46,87.4,-176.12,194.67,18.56
181,-0.0,-0.0,0.0,-0.0,0.0,0.0,-60.4,-85.73,-0.0,0.0,116.68,-35.8,85.68,-146.13,166.57,20.44
182,0.0,0.0,0.0,0.0,0.0,-0.0,-63.67,-75.17,0.0,-0.0,111.44,-37.73,90.01,-138.84,163.72,24.88
183,-0.0,0.0,0.0,0.0,0.0,0.0,-60.01,-114.11,0.0,0.0,147.5,-38.7,87.27,-174.11,196.07,21.95
184,0.0,0.0,0.0,0.0,0.0,0.0,-63.41,-90.85,0.0,0.0,121.9,-38.56,89.64,-154.26,172.98,18.72
185,-0.0,0.0,0.0,0.0,0.0,0.0,-62.82,-89.37,0.0,0.0,117.58,-40.01,88.59,-152.19,166.16,13.97
186,0.0,-0.0,-0.0,-0.0,0.0,0.0,-60.68,-108.09,0.0,0.0,145.02,-37.29,85.2,-168.77,192.93,24.16
187,-0.0,-0.0,0.0,0.0,0.0,0.0,-63.81,-88.65,-0.0,0.0,133.36,-40.89,92.78,-152.46,185.24,32.78
188,-0.0,-0.0,0.0,0.0,0.0,0.0,-59.55,-72.77,0.0,0.0,118.31,-37.58,89.0,-132.32,169.73,37.41
189,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-58.41,-101.88,-0.0,-0.0,127.68,-37.05,85.29,-160.29,175.92,15.63
190,0.0,0.0,-0.0,0.0,0.0,-0.0,-61.38,-91.51,0.0,-0.0,127.05,-39.03,88.57,-152.88,176.6,23.71
191,-0.0,0.0,0.0,-0.0,0.0,0.0,-65.14,-68.4,0.0,0.0,102.97,-41.16,90.05,-133.54,151.86,18.32
192,-0.0,0.0,-0.0,0.0,-0.0,0.0,-62.72,-71.57,0.0,-0.0,108.43,-39.86,95.74,-134.29,164.31,30.02
193,-0.0,0.0,0.0,-0.0,0.0,0.0,-68.87,-58.32,0.0,0.0,95.59,-42.14,93.91,-127.18,147.36,20.17
194,0.0,0.0,0.0,-0.0,-0.0,0.0,-61.24,-76.45,0.0,0.0,115.4,-41.35,91.29,-137.69,165.34,27.66
195,0.0,-0.0,0.0,0.0,-0.0,0.0,-59.14,-99.84,0.0,0.0,132.18,-35.75,85.92,-158.98,182.36,23.38
196,0.0,0.0,0.0,0.0,0.0,0.0,-62.94,-75.88,-0.0,0.0,112.19,-39.98,91.06,-138.82,163.26,24.44
197,-0.0,0.0,0.0,0.0,0.0,0.0,-63.25,-96.64,-0.0,0.0,134.45,-43.61,98.17,-159.88,189.02,29.14
198,0.0,0.0,0.0,0.0,-0.0,0.0,-66.23,-83.33,0.0,0.0,125.42,-42.54,95.21,-149.55,178.1,28.55
199,0.0,-0.0,0.0,0.0,0.0,-0.0,-55.88,-74.31,-0.0,-0.0,103.01,-34.42,83.56,-130.18,152.15,21.97
200,0.0,0.0,0.0,0.0,0.0,0.0,-55.88,-93.21,0.0,0.0,122.73,-38.98,87.67,-149.08,171.42,22.34
201,0.0,0.0,0.0,0.0,-0.0,0.0,-61.59,-72.13,0.0,-0.0,98.16,-39.05,84.61,-133.71,143.71,10.0
202,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-57.31,-67.92,-0.0,0.0,103.06,-38.57,87.82,-125.23,152.31,27.08
203,-0.0,0.0,0.0,0.0,-0.0,-0.0,-61.71,-49.68,0.0,0.0,80.35,-37.4,87.15,-111.39,130.1,18.71
204,-0.0,0.0,0.0,0.0,-0.0,0.0,-60.94,-75.69,0.0,0.0,112.84,-38.39,91.82,-136.63,166.28,29.65
205,0.0,-0.0,0.0,0.0,0.0,0.0,-65.15,-44.16,0.0,0.0,81.22,-39.77,95.36,-109.32,136.81,27.49
206,0.0,-0.0,0.0,0.0,0.0,0.0,-64.74,-86.33,-0.0,0.0,122.2,-40.01,92.76,-151.07,174.94,23.87
207,0.0,0.0,0.0,0.0,-0.0,-0.0,-63.05,-67.54,0.0,0.0,98.2,-37.94,86.96,-130.59,147.21,16.63
208,0.0,0.0,0.0,0.0,0.0,-0.0,-63.89,-75.17,0.0,0.0,119.86,-40.94,96.37,-139.06,175.3,36.24
209,0.0,0.0,0.0,0.0,-0.0,-0.0,-61.82,-57.55,-0.0,0.0,96.46,-42.21,96.78,-119.37,151.03,31.66
210,0.0,0.0,0.0,-0.0,0.0,0.0,-60.61,-74.26,0.0,0.0,107.13,-40.16,90.98,-134.86,157.96,23.09
211,-0.0,0.0,0.0,0.0,-0.0,0.0,-69.11,-55.32,0.0,0.0,101.0,-39.92,96.36,-124.43,157.44,33.0
212,0.0,0.0,0.0,0.0,0.0,0.0,-67.62,-81.94,-0.0,0.0,130.45,-43.52,96.68,-149.56,183.62,34.07
213,0.0,0.0,0.0,0.0,0.0,0.0,-64.56,-90.65,0.0,0.0,126.71,-41.02,94.26,-155.21,179.95,24.74
214,0.0,0.0,-0.0,0.0,-0.0,0.0,-62.78,-105.65,-0.0,0.0,141.8,-41.33,93.9,-168.43,194.36,25.93
215,0.0,-0.0,0.0,0.0,-0.0,0.0,-58.26,-75.56,0.0,0.0,104.7,-38.05,85.23,-133.83,151.88,18.05
216,0.0,-0.0,-0.0,0.0,0.0,-0.0,-57.56,-104.22,0.0,0.0,136.85,-37.02,85.15,-161.79,184.98,23.2
217,-0.0,-0.0,0.0,0.0,0.0,0.0,-55.54,-56.58,0.0,0.0,88.85,-34.55,84.21,-112.12,138.51,26.39
218,-0.0,-0.0,0.0,0.0,0.0,-0.0,-63.59,-61.08,0.0,0.0,99.2,-38.75,88.45,-124.67,148.9,24.23
219,0.0,0.0,0.0,0.0,-0.0,0.0,-63.1,-67.99,0.0,0.0,111.36,-40.83,91.05,-131.09,161.58,30.5
220,-0.0,0.0,0.0,0.0,0.0,-0.0,-58.27,-72.19,0.0,0.0,102.51,-35.62,87.85,-130.46,154.74,24.28
221,0.0,-0.0,0.0,0.0,0.0,-0.0,-51.87,-63.7,0.0,0.0,98.73,-36.67,85.49,-115.57,147.56,31.99
222,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-62.64,-67.9,0.0,-0.0,97.94,-39.1,88.69,-130.54,147.54,17.01
223,0.0,0.0,0.0,0.0,-0.0,0.0,-57.43,-82.51,0.0,0.0,115.91,-36.77,86.45,-139.94,165.59,25.65
224,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-64.11,-99.19,-0.0,0.0,142.23,-40.92,90.84,-163.31,192.16,28.85
225,0.0,0.0,0.0,0.0,-0.0,-0.0,-57.18,-84.65,-0.0,0.0,116.91,-35.81,81.38,-141.83,162.48,20.65
226,0.0,0.0,0.0,0.0,-0.0,-0.0,-61.44,-57.53,0.0,0.0,89.64,-36.13,85.12,-118.97,138.63,19.66
227,-0.0,0.0,0.0,0.0,0.0,0.0,-62.13,-52.56,0.0,0.0,87.55,-37.81,87.98,-114.7,137.72,23.03
228,0.0,-0.0,0.0,0.0,0.0,0.0,-60.66,-81.67,0.0,-0.0,115.08,-38.32,84.68,-142.34,161.44,19.1
229,0.0,0.0,-0.0,0.0,0.0,0.0,-57.38,-52.73,0.0,0.0,80.68,-33.86,83.18,-110.11,130.01,19.89
230,0.0,0.0,-0.0,-0.0,0.0,0.0,-67.29,-59.02,0.0,0.0,100.74,-40.23,93.3,-126.31,153.82,27.51
231,-0.0,0.0,0.0,0.0,0.0,-0.0,-64.67,-54.39,0.0,0.0,93.73,-40.36,90.41,-119.06,143.79,24.72
232,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-57.64,-47.88,0.0,0.0,80.33,-37.67,86.69,-105.51,129.34,23.83
233,0.0,-0.0,0.0,0.0,-0.0,0.0,-59.49,-86.55,0.0,0.0,109.45,-38.28,88.33,-146.05,159.5,13.46
234,-0.0,0.0,0.0,-0.0,-0.0,0.0,-63.66,-35.47,-0.0,0.0,79.0,-39.31,90.0,-99.13,129.69,30.56
235,0.0,-0.0,-0.0,0.0,0.0,0.0,-62.57,-53.85,0.0,0.0,84.62,-40.73,92.06,-116.41,135.95,19.53
236,0.0,0.0,0.0,0.0,-0.0,-0.0,-61.08,-72.63,0.0,0.0,112.04,-40.26,90.53,-133.72,162.3,28.59
237,0.0,0.0,0.0,0.0,0.0,0.0,-66.37,-64.54,0.0,0.0,104.46,-40.6,97.62,-130.91,161.48,30.57
238,0.0,0.0,-0.0,-0.0,0.0,-0.0,-60.03,-91.96,0.0,0.0,122.96,-39.56,90.07,-151.99,173.47,21.48
239,0.0,0.0,0.0,0.0,0.0,0.0,-61.98,-57.81,0.0,-0.0,92.94,-40.29,88.67,-119.78,141.31,21.53
240,0.0,0.0,0.0,-0.0,0.0,-0.0,-61.16,-73.62,-0.0,-0.0,99.48,-37.7,86.52,-134.78,148.3,13.52
241,0.0,0.0,0.0,0.0,0.0,-0.0,-60.6,-76.45,-0.0,0.0,103.49,-41.47,90.14,-137.05,152.17,15.11
242,-0.0,0.0,0.0,0.0,0.0,0.0,-57.87,-91.09,-0.0,0.0,119.05,-35.98,88.31,-148.96,171.38,22.42
243,-0.0,0.0,0.0,-0.0,0.0,0.0,-65.06,-110.82,-0.0,0.0,152.41,-40.32,93.63,-175.88,205.73,29.84
244,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-63.16,-96.75,0.0,-0.0,131.21,-40.33,90.61,-159.91,181.5,21.59
245,0.0,0.0,0.0,0.0,-0.0,-0.0,-56.91,-106.43,-0.0,0.0,136.9,-35.74,83.01,-163.34,184.16,20.82
246,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-58.3,-71.96,0.0,0.0,102.83,-37.51,87.34,-130.26,152.67,22.4
247,0.0,-0.0,0.0,0.0,-0.0,-0.0,-67.76,-61.6,0.0,0.0,98.73,-38.76,91.18,-129.37,151.15,21.78
248,0.0,-0.0,0.0,0.0,-0.0,0.0,-60.24,-55.86,-0.0,-0.0,88.4,-37.79,88.73,-116.1,139.34,23.23
249,0.0,0.0,0.0,0.0,-0.0,0.0,-60.25,-56.56,0.0,0.0,88.87,-37.38,87.31,-116.82,138.8,21.98
250,0.0,-0.0,0.0,-0.0,-0.0,0.0,-66.02,-93.63,0.0,0.0,132.85,-41.84,94.48,-159.65,185.49,25.84
251,0.0,0.0,-0.0,0.0,0.0,0.0,-64.61,-69.44,0.0,0.0,102.59,-39.12,89.62,-134.05,153.1,19.05
252,0.0,0.0,-0.0,0.0,0.0,0.0,-55.99,-79.17,-0.0,0.0,108.16,-36.35,82.77,-135.15,154.58,19.42
253,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-64.14,-63.94,0.0,0.0,96.3,-37.87,88.58,-128.08,147.01,18.93
254,0.0,0.0,0.0,0.0,0.0,0.0,-59.51,-54.23,0.0,0.0,85.94,-36.79,89.58,-113.74,138.72,24.99
255,0.0,-0.0,0.0,-0.0,0.0,-0.0,-61.54,-78.25,0.0,0.0,107.91,-35.41,84.46,-139.79,156.97,17.17
256,0.0,0.0,0.0,-0.0,0.0,0.0,-66.94,-75.11,0.0,0.0,110.93,-39.72,91.94,-142.05,163.15,21.1
257,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-64.86,-79.54,0.0,0.0,112.73,-39.95,92.37,-144.39,165.15,20.76
258,0.0,0.0,-0.0,0.0,0.0,0.0,-58.21,-71.31,0.0,0.0,106.13,-37.35,89.39,-129.51,158.17,28.65
259,0.0,-0.0,-0.0,0.0,-0.0,0.0,-60.18,-46.6,0.0,0.0,74.64,-36.46,83.13,-106.77,121.31,14.54
260,0.0,0.0,0.0,-0.0,-0.0,0.0,-57.76,-81.52,0.0,0.0,104.95,-37.11,84.52,-139.28,152.36,13.09
261,0.0,-0.0,-0.0,-0.0,0.0,0.0,-61.62,-85.65,0.0,-0.0,121.71,-36.32,88.64,-147.26,174.04,26.77
262,-0.0,0.0,0.0,0.0,-0.0,0.0,-63.03,-97.38,0.0,0.0,135.24,-37.27,89.22,-160.41,187.19,26.78
263,-0.0,0.0,0.0,-0.0,0.0,0.0,-61.11,-92.37,0.0,0.0,116.1,-39.35,87.58,-153.48,164.33,10.85
264,0.0,0.0,0.0,-0.0,0.0,0.0,-62.14,-94.17,-0.0,0.0,124.26,-38.76,88.75,-156.31,174.26,17.94
265,0.0,0.0,-0.0,0.0,0.0,0.0,-62.45,-48.14,0.0,0.0,82.0,-37.81,86.58,-110.59,130.77,20.18
266,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-57.68,-51.42,-0.0,0.0,75.08,-36.87,85.65,-109.1,123.87,14.77
267,0.0,0.0,0.0,0.0,0.0,0.0,-56.67,-61.18,0.0,0.0,84.93,-35.62,81.88,-117.85,131.19,13.33
268,0.0,0.0,-0.0,-0.0,0.0,0.0,-62.02,-64.86,0.0,-0.0,100.41,-39.84,92.98,-126.88,153.54,26.66
269,0.0,0.0,0.0,-0.0,0.0,0.0,-62.68,-79.29,0.0,0.0,111.58,-37.16,89.57,-141.98,163.99,22.02
270,-0.0,0.0,-0.0,-0.0,0.0,0.0,-54.22,-60.24,0.0,0.0,83.82,-35.19,84.72,-114.47,133.35,18.88
271,0.0,0.0,-0.0,-0.0,0.0,0.0,-60.06,-68.35,0.0,0.0,93.61,-37.38,90.0,-128.41,146.23,17.82
272,-0.0,-0.0,0.0,-0.0,0.0,0.0,-64.72,-107.09,0.0,0.0,143.52,-41.2,92.9,-171.82,195.22,23.41
273,0.0,-0.0,0.0,0.0,0.0,0.0,-50.39,-85.86,0.0,0.0,104.53,-37.58,85.77,-136.25,152.72,16.46
274,0.0,-0.0,0.0,0.0,0.0,0.0,-51.3,-53.61,0.0,0.0,78.27,-31.7,79.31,-104.91,125.89,20.98
275,0.0,-0.0,0.0,0.0,0.0,-0.0,-61.89,-70.43,0.0,-0.0,96.25,-38.61,90.19,-132.31,147.84,15.53
276,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-54.09,-93.5,-0.0,-0.0,111.23,-40.48,90.83,-147.59,161.58,13.99
277,0.0,0.0,0.0,0.0,0.0,0.0,-62.45,-89.34,-0.0,-0.0,117.08,-39.72,89.96,-151.79,167.33,15.54
278,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-62.24,-85.95,0.0,0.0,113.02,-42.79,93.35,-148.19,163.58,15.39
279,-0.0,-0.0,0.0,0.0,0.0,-0.0,-58.45,-92.75,0.0,0.0,111.92,-40.67,87.27,-151.2,158.52,7.33
280,0.0,-0.0,0.0,0.0,0.0,-0.0,-59.04,-83.93,-0.0,0.0,117.16,-37.59,85.86,-142.97,165.44,22.47
281,-0.0,0.0,0.0,0.0,0.0,0.0,-61.73,-88.61,0.0,0.0,120.47,-38.62,90.7,-150.33,172.56,22.23
282,0.0,-0.0,0.0,0.0,0.0,0.0,-55.76,-101.0,0.0,-0.0,126.37,-39.51,90.13,-156.76,177.0,20.24
283,-0.0,0.0,0.0,0.0,0.0,0.0,-66.79,-89.06,0.0,-0.0,126.21,-41.12,90.56,-155.84,175.65,19.8
284,0.0,-0.0,0.0,0.0,0.0,0.0,-60.73,-99.91,0.0,0.0,130.41,-36.27,86.05,-160.64,180.2,19.55
285,0.0,0.0,0.0,-0.0,0.0,0.0,-54.76,-95.33,0.0,0.0,130.71,-35.73,85.36,-150.08,180.34,30.26
286,0.0,0.0,-0.0,-0.0,0.0,-0.0,-58.2,-64.12,0.0,0.0,91.47,-32.95,82.42,-122.32,140.94,18.62
287,0.0,0.0,-0.0,-0.0,-0.0,0.0,-62.22,-55.1,-0.0,0.0,88.07,-40.15,92.58,-117.32,140.5,23.18
288,0.0,0.0,0.0,-0.0,-0.0,0.0,-58.28,-73.05,0.0,0.0,110.54,-37.03,89.78,-131.33,163.3,31.97
289,-0.0,0.0,0.0,0.0,0.0,0.0,-64.59,-80.55,0.0,0.0,111.12,-40.63,94.63,-145.14,165.12,19.99
290,0.0,-0.0,0.0,0.0,0.0,-0.0,-66.0,-82.09,0.0,0.0,113.13,-43.69,98.14,-148.09,167.58,19.49
291,0.0,0.0,0.0,0.0,0.0,-0.0,-64.33,-68.1,0.0,0.0,104.51,-40.81,94.12,-132.44,157.82,25.39
292,0.0,0.0,0.0,0.0,0.0,0.0,-58.77,-97.03,0.0,0.0,127.31,-39.89,93.3,-155.8,180.72,24.92
293,0.0,0.0,0.0,-0.0,0.0,0.0,-65.21,-98.61,0.0,-0.0,135.72,-43.73,92.81,-163.82,184.8,20.98
294,0.0,-0.0,0.0,-0.0,0.0,-0.0,-62.91,-72.55,0.0,0.0,109.71,-39.28,93.86,-135.46,164.29,28.82
295,0.0,-0.0,0.0,-0.0,-0.0,0.0,-54.33,-76.32,0.0,0.0,110.24,-38.95,91.69,-130.64,162.98,32.33
296,-0.0,0.0,0.0,-0.0,0.0,-0.0,-61.92,-104.68,0.0,-0.0,139.9,-38.79,88.62,-166.6,189.74,23.14
297,0.0,0.0,0.0,0.0,-0.0,0.0,-59.75,-76.23,-0.0,0.0,111.87,-37.69,90.95,-135.99,165.13,29.15
298,-0.0,0.0,0.0,-0.0,0.0,0.0,-60.54,-85.32,0.0,0.0,111.07,-37.71,91.12,-145.86,164.48,18.62
299,0.0,0.0,-0.0,-0.0,-0.0,0.0,-61.2,-49.03,-0.0,-0.0,78.34,-35.61,90.62,-110.23,133.36,23.13
300,0.0,-0.0,0.0,-0.0,0.0,-0.0,-64.23,-58.85,0.0,0.0,107.3,-40.7,96.35,-123.08,162.95,39.87
301,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-60.04,-59.88,0.0,0.0,96.63,-38.72,92.1,-119.92,150.0,30.09


